Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
BTCUSDT,Short,"66,366.024 USDT",27.808,"-1,845,506.38 USDT","-68,460.65 USDT",-3.71 %,04/04/2024 02:55 UTC,04/04/2024 18:01 UTC,"1.82 % 65,180 USDT","-3.86 % 69,033 USDT"
BALUSDT,Short,3.497 USDT,"1,270","-4,428.44 USDT",112.81 USDT,2.55 %,08/28/2023 06:13 UTC,09/01/2023 15:05 UTC,3.37 % 3.38 USDT,-4.85 % 3.68 USDT
BTCUSDT,Long,"27,286.131 USDT",14,"383,300.00 USDT","-9,401.50 USDT",-2.45 %,08/29/2023 14:46 UTC,09/01/2023 15:05 UTC,"1.42 % 27,674 USDT","-6.34 % 25,555 USDT"
BTCUSDT,Long,"26,154.318 USDT",14.136,"369,717.44 USDT","4,640 USDT",1.26 %,08/23/2023 23:54 UTC,08/29/2023 14:21 UTC,"2.24 % 26,740 USDT","-1.53 % 25,754 USDT"
BTCUSDT,Long,"25,939.902 USDT",5,"129,699.51 USDT","1,380 USDT",1.06 %,08/23/2023 01:22 UTC,08/23/2023 16:19 UTC,"1.81 % 26,410 USDT","-0.54 % 25,800 USDT"
BTCUSDT,Short,"26,039.816 USDT",5,"-129,932.11 USDT","1,115 USDT",0.86 %,08/19/2023 00:23 UTC,08/22/2023 16:33 UTC,"0.76 % 25,842 USDT","-0.39 % 26,142 USDT"
BTCUSDT,Short,"26,470 USDT",1.5,"-39,705.00 USDT",875.30 USDT,2.20 %,08/18/2023 01:24 UTC,08/18/2023 17:07 UTC,"2.56 % 25,808 USDT","-0.70 % 26,656 USDT"
GRTUSDT,Long,0.089 USDT,"111,000","9,835.84 USDT",73.14 USDT,0.74 %,08/17/2023 23:23 UTC,08/18/2023 00:49 UTC,1.97 % 0.09 USDT,-1.33 % 0.09 USDT
GRTUSDT,Short,0.102 USDT,"241,819","-24,565.05 USDT","2,755 USDT",11.22 %,08/16/2023 08:23 UTC,08/17/2023 23:23 UTC,23.89 % 0.08 USDT,-0.46 % 0.10 USDT
BTCUSDT,Short,"28,543 USDT",1,"28,543.00 USDT",892.69 USDT,3.13 %,08/17/2023 12:33 UTC,08/17/2023 21:42 UTC,"4.37 % 27,348 USDT","-0.01 % 28,546 USDT"
