Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period
BTCUSDT,Long,"86,778.093 USDT",9,"781,002.83 USDT","1,360 USDT",0.17 %,02/25/2025 15:11 UTC,02/25/2025 16:16 UTC,"1.11 % 87,745 USDT","-0.87 % 86,020 USDT",2025-02-25 15:11:00,2025-02-25 16:16:00,2025-02-26 00:11:00,2025-02-26 01:16:00,2025-02-26 00:11 KST,2025-02-26 01:16 KST,1360.0,1,1360.0,781002.83,781002.83,717045.2399999999,2
BTCUSDT,Long,"86,418.836 USDT",9,"777,769.53 USDT","9,376 USDT",1.21 %,02/25/2025 16:37 UTC,02/25/2025 16:59 UTC,"1.53 % 87,745 USDT",,2025-02-25 16:37:00,2025-02-25 16:59:00,2025-02-26 01:37:00,2025-02-26 01:59:00,2025-02-26 01:37 KST,2025-02-26 01:59 KST,9376.0,1,9376.0,777769.53,777769.53,726421.2399999999,2
BTCUSDT,Long,"87,127 USDT",5,"435,635.00 USDT",829.79 USDT,0.19 %,02/25/2025 18:23 UTC,02/25/2025 18:47 UTC,"0.54 % 87,598 USDT","-0.31 % 86,860 USDT",2025-02-25 18:23:00,2025-02-25 18:47:00,2025-02-26 03:23:00,2025-02-26 03:47:00,2025-02-26 03:23 KST,2025-02-26 03:47 KST,829.79,1,829.79,435635.0,435635.0,727251.0299999999,2
BTCUSDT,Long,"87,031.155 USDT",6,"522,186.93 USDT","3,573 USDT",0.68 %,02/25/2025 18:52 UTC,02/25/2025 20:03 UTC,"1.17 % 88,048 USDT","-0.66 % 86,460 USDT",2025-02-25 18:52:00,2025-02-25 20:03:00,2025-02-26 03:52:00,2025-02-26 05:03:00,2025-02-26 03:52 KST,2025-02-26 05:03 KST,3573.0,1,3573.0,522186.93,522186.93,730824.0299999999,2
BTCUSDT,Long,"88,121.961 USDT",9,"793,097.65 USDT","6,688 USDT",0.84 %,02/25/2025 20:19 UTC,02/25/2025 22:22 UTC,"1.50 % 89,442 USDT","-0.44 % 87,733 USDT",2025-02-25 20:19:00,2025-02-25 22:22:00,2025-02-26 05:19:00,2025-02-26 07:22:00,2025-02-26 05:19 KST,2025-02-26 07:22 KST,6688.0,1,6688.0,793097.65,793097.65,737512.0299999999,2
BTCUSDT,Long,"88,964.1 USDT",7,"622,748.70 USDT","-4,201.50 USDT",-0.67 %,02/25/2025 23:07 UTC,02/26/2025 00:18 UTC,"0.15 % 89,098 USDT","-0.74 % 88,302 USDT",2025-02-25 23:07:00,2025-02-26 00:18:00,2025-02-26 08:07:00,2025-02-26 09:18:00,2025-02-26 08:07 KST,2025-02-26 09:18 KST,4201.5,-1,-4201.5,622748.7,622748.7,733310.5299999999,2
BTCUSDT,Short,"88,698 USDT",5,"443,490.00 USDT","1,478 USDT",0.33 %,02/26/2025 06:29 UTC,02/26/2025 08:30 UTC,"0.46 % 88,293 USDT","-0.42 % 89,068 USDT",2025-02-26 06:29:00,2025-02-26 08:30:00,2025-02-26 15:29:00,2025-02-26 17:30:00,2025-02-26 15:29 KST,2025-02-26 17:30 KST,1478.0,1,1478.0,443490.0,443490.0,734788.5299999999,2
BTCUSDT,Short,"88,955.1 USDT",5,"444,775.50 USDT","15,824 USDT",3.56 %,02/26/2025 11:27 UTC,02/26/2025 14:29 UTC,"3.87 % 85,637 USDT",,2025-02-26 11:27:00,2025-02-26 14:29:00,2025-02-26 20:27:00,2025-02-26 23:29:00,2025-02-26 20:27 KST,2025-02-26 23:29 KST,15824.0,1,15824.0,444775.5,444775.5,750612.5299999999,2
BTCUSDT,Long,"85,958.7 USDT",5,"429,793.50 USDT","4,309 USDT",1.00 %,02/26/2025 14:30 UTC,02/26/2025 14:46 UTC,"1.08 % 86,888 USDT","-0.31 % 85,688 USDT",2025-02-26 14:30:00,2025-02-26 14:46:00,2025-02-26 23:30:00,2025-02-26 23:46:00,2025-02-26 23:30 KST,2025-02-26 23:46 KST,4309.0,1,4309.0,429793.5,429793.5,754921.5299999999,2
BTCUSDT,Short,"86,777 USDT",5,"433,885.00 USDT","-2,876.93 USDT",-0.66 %,02/26/2025 14:46 UTC,02/26/2025 14:53 UTC,,"-0.60 % 87,300 USDT",2025-02-26 14:46:00,2025-02-26 14:53:00,2025-02-26 23:46:00,2025-02-26 23:53:00,2025-02-26 23:46 KST,2025-02-26 23:53 KST,2876.93,-1,-2876.93,433885.0,433885.0,752044.5999999999,2
BTCUSDT,Short,"87,533.576 USDT",7,"-612,735.03 USDT","6,205 USDT",1.01 %,02/26/2025 14:53 UTC,02/26/2025 16:21 UTC,"1.23 % 86,472 USDT","-0.85 % 88,284 USDT",2025-02-26 14:53:00,2025-02-26 16:21:00,2025-02-26 23:53:00,2025-02-27 01:21:00,2025-02-26 23:53 KST,2025-02-27 01:21 KST,6205.0,1,6205.0,-612735.03,612735.03,758249.5999999999,2
BTCUSDT,Short,"87,098.1 USDT",5,"435,490.50 USDT","10,052 USDT",2.31 %,02/26/2025 17:09 UTC,02/26/2025 18:35 UTC,"2.31 % 85,135 USDT","-0.04 % 87,136 USDT",2025-02-26 17:09:00,2025-02-26 18:35:00,2025-02-27 02:09:00,2025-02-27 03:35:00,2025-02-27 02:09 KST,2025-02-27 03:35 KST,10052.0,1,10052.0,435490.5,435490.5,768301.5999999999,2
BTCUSDT,Long,"85,081.376 USDT",5,"425,406.88 USDT","-1,778.17 USDT",-0.42 %,02/26/2025 18:35 UTC,02/26/2025 18:37 UTC,,"-1.15 % 84,100 USDT",2025-02-26 18:35:00,2025-02-26 18:37:00,2025-02-27 03:35:00,2025-02-27 03:37:00,2025-02-27 03:35 KST,2025-02-27 03:37 KST,1778.17,-1,-1778.17,425406.88,425406.88,766523.4299999998,2
BTCUSDT,Long,"84,468.576 USDT",7,"591,280.03 USDT","-3,487.56 USDT",-0.59 %,02/26/2025 18:38 UTC,02/26/2025 18:40 UTC,,"-1.42 % 83,265 USDT",2025-02-26 18:38:00,2025-02-26 18:40:00,2025-02-27 03:38:00,2025-02-27 03:40:00,2025-02-27 03:38 KST,2025-02-27 03:40 KST,3487.56,-1,-3487.56,591280.03,591280.03,763035.8699999998,2
BTCUSDT,Long,"84,042.2 USDT",5,"420,211.00 USDT","2,297 USDT",0.55 %,02/26/2025 19:05 UTC,02/26/2025 19:25 UTC,"1.17 % 85,027 USDT","-0.28 % 83,803 USDT",2025-02-26 19:05:00,2025-02-26 19:25:00,2025-02-27 04:05:00,2025-02-27 04:25:00,2025-02-27 04:05 KST,2025-02-27 04:25 KST,2297.0,1,2297.0,420211.0,420211.0,765332.8699999998,2
BTCUSDT,Long,"84,047.3 USDT",5,"420,236.50 USDT",-822.47 USDT,-0.20 %,02/26/2025 19:41 UTC,02/26/2025 19:52 UTC,"0.28 % 84,285 USDT","-0.41 % 83,700 USDT",2025-02-26 19:41:00,2025-02-26 19:52:00,2025-02-27 04:41:00,2025-02-27 04:52:00,2025-02-27 04:41 KST,2025-02-27 04:52 KST,822.47,-1,-822.47,420236.5,420236.5,764510.3999999998,2
BTCUSDT,Long,"82,749.6 USDT",5,"413,748.00 USDT","4,066 USDT",0.98 %,02/26/2025 20:17 UTC,02/26/2025 20:31 UTC,"1.33 % 83,853 USDT","-0.64 % 82,222 USDT",2025-02-26 20:17:00,2025-02-26 20:31:00,2025-02-27 05:17:00,2025-02-27 05:31:00,2025-02-27 05:17 KST,2025-02-27 05:31 KST,4066.0,1,4066.0,413748.0,413748.0,768576.3999999998,2
BTCUSDT,Long,"84,366.981 USDT",5,"421,834.91 USDT",620.11 USDT,0.15 %,02/26/2025 20:49 UTC,02/26/2025 21:34 UTC,"0.87 % 85,103 USDT","-0.29 % 84,124 USDT",2025-02-26 20:49:00,2025-02-26 21:34:00,2025-02-27 05:49:00,2025-02-27 06:34:00,2025-02-27 05:49 KST,2025-02-27 06:34 KST,620.11,1,620.11,421834.91,421834.91,769196.5099999998,2
BTCUSDT,Short,"86,287.771 USDT",7,"-604,014.40 USDT","18,835 USDT",3.12 %,02/27/2025 08:14 UTC,02/28/2025 01:32 UTC,"4.14 % 82,856 USDT","-0.77 % 86,954 USDT",2025-02-27 08:14:00,2025-02-28 01:32:00,2025-02-27 17:14:00,2025-02-28 10:32:00,2025-02-27 17:14 KST,2025-02-28 10:32 KST,18835.0,1,18835.0,-604014.4,604014.4,788031.5099999998,2
SOLUSDT,Short,140.684 USDT,999,"140,543.77 USDT",596.24 USDT,0.42 %,02/27/2025 08:20 UTC,02/27/2025 09:06 UTC,0.99 % 139.31 USDT,,2025-02-27 08:20:00,2025-02-27 09:06:00,2025-02-27 17:20:00,2025-02-27 18:06:00,2025-02-27 17:20 KST,2025-02-27 18:06 KST,596.24,1,596.24,140543.77,140543.77,788627.7499999998,2
ETHUSDT,Short,"2,348.967 USDT",66,"155,031.80 USDT","1,752 USDT",1.13 %,02/27/2025 08:34 UTC,02/27/2025 15:23 UTC,"2.13 % 2,300 USDT","-1.13 % 2,375 USDT",2025-02-27 08:34:00,2025-02-27 15:23:00,2025-02-27 17:34:00,2025-02-28 00:23:00,2025-02-27 17:34 KST,2025-02-28 00:23 KST,1752.0,1,1752.0,155031.8,155031.8,790379.7499999998,2
ETHUSDT,Short,"2,305.98 USDT",62.537,"-144,209.10 USDT","2,381 USDT",1.65 %,02/28/2025 00:45 UTC,02/28/2025 01:27 UTC,"1.16 % 2,279 USDT",,2025-02-28 00:45:00,2025-02-28 01:27:00,2025-02-28 09:45:00,2025-02-28 10:27:00,2025-02-28 09:45 KST,2025-02-28 10:27 KST,2381.0,1,2381.0,-144209.1,144209.1,792760.7499999998,2
BTCUSDT,Short,"85,230.093 USDT",6,"511,380.56 USDT","1,887 USDT",0.37 %,03/01/2025 08:26 UTC,03/01/2025 16:40 UTC,"0.97 % 84,415 USDT","-0.25 % 85,440 USDT",2025-03-01 08:26:00,2025-03-01 16:40:00,2025-03-01 17:26:00,2025-03-02 01:40:00,2025-03-01 17:26 KST,2025-03-02 01:40 KST,1887.0,1,1887.0,511380.56,511380.56,794647.7499999998,2
BTCUSDT,Short,"85,445.713 USDT",8,"-683,565.71 USDT","-4,351.01 USDT",-0.64 %,03/01/2025 18:01 UTC,03/02/2025 15:28 UTC,"0.42 % 85,085 USDT","-1.12 % 86,412 USDT",2025-03-01 18:01:00,2025-03-02 15:28:00,2025-03-02 03:01:00,2025-03-03 00:28:00,2025-03-02 03:01 KST,2025-03-03 00:28 KST,4351.01,-1,-4351.01,-683565.71,683565.71,790296.7399999998,2
ETHUSDT,Short,"2,256.752 USDT",66,"148,234.88 USDT","2,570 USDT",1.73 %,03/02/2025 10:19 UTC,03/02/2025 16:16 UTC,"3.46 % 2,181 USDT",,2025-03-02 10:19:00,2025-03-02 16:16:00,2025-03-02 19:19:00,2025-03-03 01:16:00,2025-03-02 19:19 KST,2025-03-03 01:16 KST,2570.0,1,2570.0,148234.88,148234.88,792866.7399999998,2
BTCUSDT,Short,"88,147 USDT",6,"528,882.00 USDT","2,154 USDT",0.41 %,03/02/2025 15:39 UTC,03/02/2025 16:10 UTC,"1.14 % 87,150 USDT","-0.09 % 88,228 USDT",2025-03-02 15:39:00,2025-03-02 16:10:00,2025-03-03 00:39:00,2025-03-03 01:10:00,2025-03-03 00:39 KST,2025-03-03 01:10 KST,2154.0,1,2154.0,528882.0,528882.0,795020.7399999998,2
SOLUSDT,Short,163.48 USDT,666,"108,877.68 USDT","-8,500.13 USDT",-7.81 %,03/02/2025 16:09 UTC,03/02/2025 16:39 UTC,,-7.14 % 176.05 USDT,2025-03-02 16:09:00,2025-03-02 16:39:00,2025-03-03 01:09:00,2025-03-03 01:39:00,2025-03-03 01:09 KST,2025-03-03 01:39 KST,8500.13,-1,-8500.13,108877.68,108877.68,786520.6099999998,2
BTCUSDT,Short,"89,372.823 USDT",6,"536,236.94 USDT","-7,050.18 USDT",-1.31 %,03/02/2025 16:20 UTC,03/02/2025 16:39 UTC,"0.49 % 88,935 USDT","-1.36 % 90,603 USDT",2025-03-02 16:20:00,2025-03-02 16:39:00,2025-03-03 01:20:00,2025-03-03 01:39:00,2025-03-03 01:20 KST,2025-03-03 01:39 KST,7050.18,-1,-7050.18,536236.94,536236.94,779470.4299999997,2
ETHUSDT,Short,"2,257.899 USDT",66,"149,021.31 USDT","-3,836.58 USDT",-2.57 %,03/02/2025 16:22 UTC,03/02/2025 16:38 UTC,"0.17 % 2,254 USDT","-2.31 % 2,311 USDT",2025-03-02 16:22:00,2025-03-02 16:38:00,2025-03-03 01:22:00,2025-03-03 01:38:00,2025-03-03 01:22 KST,2025-03-03 01:38 KST,3836.58,-1,-3836.58,149021.31,149021.31,775633.8499999997,2
ETHUSDT,Short,"2,475.753 USDT",66,"163,399.69 USDT","1,131 USDT",0.69 %,03/02/2025 16:45 UTC,03/02/2025 16:52 UTC,"1.12 % 2,448 USDT",,2025-03-02 16:45:00,2025-03-02 16:52:00,2025-03-03 01:45:00,2025-03-03 01:52:00,2025-03-03 01:45 KST,2025-03-03 01:52 KST,1131.0,1,1131.0,163399.69,163399.69,776764.8499999997,2
BTCUSDT,Short,"93,602.228 USDT",6,"561,613.37 USDT","3,700 USDT",0.66 %,03/02/2025 17:54 UTC,03/02/2025 19:16 UTC,"1.21 % 92,482 USDT","-0.46 % 94,031 USDT",2025-03-02 17:54:00,2025-03-02 19:16:00,2025-03-03 02:54:00,2025-03-03 04:16:00,2025-03-03 02:54 KST,2025-03-03 04:16 KST,3700.0,1,3700.0,561613.37,561613.37,780464.8499999997,2
ETHUSDT,Short,"2,480.157 USDT",66,"163,690.35 USDT",369.06 USDT,0.23 %,03/02/2025 18:01 UTC,03/02/2025 19:18 UTC,"0.86 % 2,458 USDT","-0.66 % 2,496 USDT",2025-03-02 18:01:00,2025-03-02 19:18:00,2025-03-03 03:01:00,2025-03-03 04:18:00,2025-03-03 03:01 KST,2025-03-03 04:18 KST,369.06,1,369.06,163690.35,163690.35,780833.9099999998,2
ETHUSDT,Short,"2,488.67 USDT",66,"164,252.22 USDT",332.42 USDT,0.20 %,03/02/2025 20:03 UTC,03/02/2025 20:07 UTC,"0.08 % 2,486 USDT",,2025-03-02 20:03:00,2025-03-02 20:07:00,2025-03-03 05:03:00,2025-03-03 05:07:00,2025-03-03 05:03 KST,2025-03-03 05:07 KST,332.42,1,332.42,164252.22,164252.22,781166.3299999998,2
ETHUSDT,Short,"2,499.386 USDT",99,"247,439.24 USDT","-2,924.02 USDT",-1.18 %,03/02/2025 20:14 UTC,03/02/2025 21:44 UTC,"0.41 % 2,489 USDT","-1.13 % 2,528 USDT",2025-03-02 20:14:00,2025-03-02 21:44:00,2025-03-03 05:14:00,2025-03-03 06:44:00,2025-03-03 05:14 KST,2025-03-03 06:44 KST,2924.02,-1,-2924.02,247439.24,247439.24,778242.3099999998,2
BTCUSDT,Short,"93,654.4 USDT",5,"468,272.00 USDT","-3,813.68 USDT",-0.81 %,03/02/2025 20:38 UTC,03/02/2025 23:02 UTC,,"-0.76 % 94,368 USDT",2025-03-02 20:38:00,2025-03-02 23:02:00,2025-03-03 05:38:00,2025-03-03 08:02:00,2025-03-03 05:38 KST,2025-03-03 08:02 KST,3813.68,-1,-3813.68,468272.0,468272.0,774428.6299999998,2
ETHUSDT,Short,"2,499.532 USDT",99,"247,453.63 USDT","5,430 USDT",2.19 %,03/03/2025 00:05 UTC,03/03/2025 02:48 UTC,"3.12 % 2,424 USDT",,2025-03-03 00:05:00,2025-03-03 02:48:00,2025-03-03 09:05:00,2025-03-03 11:48:00,2025-03-03 09:05 KST,2025-03-03 11:48 KST,5430.0,1,5430.0,247453.63,247453.63,779858.6299999998,2
BTCUSDT,Short,"93,872.731 USDT",5,"469,363.65 USDT","3,315 USDT",0.71 %,03/03/2025 00:06 UTC,03/03/2025 02:46 UTC,"1.47 % 92,514 USDT",,2025-03-03 00:06:00,2025-03-03 02:46:00,2025-03-03 09:06:00,2025-03-03 11:46:00,2025-03-03 09:06 KST,2025-03-03 11:46 KST,3315.0,1,3315.0,469363.65,469363.65,783173.6299999998,2
BTCUSDT,Short,"92,380.8 USDT",6,"554,284.80 USDT","-5,661.95 USDT",-1.02 %,03/03/2025 11:06 UTC,03/03/2025 13:41 UTC,,"-0.96 % 93,278 USDT",2025-03-03 11:06:00,2025-03-03 13:41:00,2025-03-03 20:06:00,2025-03-03 22:41:00,2025-03-03 20:06 KST,2025-03-03 22:41 KST,5661.95,-1,-5661.95,554284.8,554284.8,777511.6799999998,2
ETHUSDT,Short,"2,353.288 USDT",99,"232,975.50 USDT","-2,794.24 USDT",-1.20 %,03/03/2025 11:14 UTC,03/03/2025 13:42 UTC,"0.24 % 2,347 USDT","-1.18 % 2,381 USDT",2025-03-03 11:14:00,2025-03-03 13:42:00,2025-03-03 20:14:00,2025-03-03 22:42:00,2025-03-03 20:14 KST,2025-03-03 22:42 KST,2794.24,-1,-2794.24,232975.5,232975.5,774717.4399999998,2
SOLUSDT,Short,161.129 USDT,620,"99,899.97 USDT",-755.52 USDT,-0.76 %,03/03/2025 11:41 UTC,03/03/2025 12:07 UTC,0.37 % 160.54 USDT,-0.68 % 162.24 USDT,2025-03-03 11:41:00,2025-03-03 12:07:00,2025-03-03 20:41:00,2025-03-03 21:07:00,2025-03-03 20:41 KST,2025-03-03 21:07 KST,755.52,-1,-755.52,99899.97,99899.97,773961.9199999998,2
BTCUSDT,Short,"93,319.101 USDT",6,"559,914.60 USDT","1,278 USDT",0.23 %,03/03/2025 14:02 UTC,03/03/2025 14:30 UTC,"0.37 % 92,973 USDT","-0.30 % 93,595 USDT",2025-03-03 14:02:00,2025-03-03 14:30:00,2025-03-03 23:02:00,2025-03-03 23:30:00,2025-03-03 23:02 KST,2025-03-03 23:30 KST,1278.0,1,1278.0,559914.6,559914.6,775239.9199999998,2
ETHUSDT,Short,"2,372 USDT",66,"156,552.00 USDT",843.45 USDT,0.54 %,03/03/2025 14:02 UTC,03/03/2025 14:30 UTC,"0.72 % 2,355 USDT","-0.25 % 2,377 USDT",2025-03-03 14:02:00,2025-03-03 14:30:00,2025-03-03 23:02:00,2025-03-03 23:30:00,2025-03-03 23:02 KST,2025-03-03 23:30 KST,843.45,1,843.45,156552.0,156552.0,776083.3699999998,2
BTCUSDT,Short,"91,688.088 USDT",13,"1,191,945.15 USDT","14,357 USDT",1.20 %,03/03/2025 14:39 UTC,03/03/2025 15:52 UTC,"2.23 % 89,686 USDT",,2025-03-03 14:39:00,2025-03-03 15:52:00,2025-03-03 23:39:00,2025-03-04 00:52:00,2025-03-03 23:39 KST,2025-03-04 00:52 KST,14357.0,1,14357.0,1191945.15,1191945.15,790440.3699999998,2
ETHUSDT,Short,"2,299.18 USDT",66,"151,745.88 USDT",314.20 USDT,0.21 %,03/03/2025 15:25 UTC,03/03/2025 15:51 UTC,"0.42 % 2,289 USDT","-0.02 % 2,299 USDT",2025-03-03 15:25:00,2025-03-03 15:51:00,2025-03-04 00:25:00,2025-03-04 00:51:00,2025-03-04 00:25 KST,2025-03-04 00:51 KST,314.2,1,314.2,151745.88,151745.88,790754.5699999997,2
BTCUSDT,Long,"90,229.5 USDT",6,"541,377.00 USDT","-1,117.19 USDT",-0.21 %,03/03/2025 16:02 UTC,03/03/2025 16:08 UTC,"0.12 % 90,335 USDT","-0.45 % 89,819 USDT",2025-03-03 16:02:00,2025-03-03 16:08:00,2025-03-04 01:02:00,2025-03-04 01:08:00,2025-03-04 01:02 KST,2025-03-04 01:08 KST,1117.19,-1,-1117.19,541377.0,541377.0,789637.3799999998,2
BTCUSDT,Long,"90,296.033 USDT",6,"541,776.20 USDT","1,970 USDT",0.36 %,03/03/2025 16:17 UTC,03/03/2025 17:46 UTC,"0.73 % 90,959 USDT","-0.53 % 89,815 USDT",2025-03-03 16:17:00,2025-03-03 17:46:00,2025-03-04 01:17:00,2025-03-04 02:46:00,2025-03-04 01:17 KST,2025-03-04 02:46 KST,1970.0,1,1970.0,541776.2,541776.2,791607.3799999998,2
ETHUSDT,Long,"2,285.274 USDT",66,"150,828.05 USDT",319.67 USDT,0.21 %,03/03/2025 17:36 UTC,03/03/2025 17:41 UTC,"0.27 % 2,291 USDT","-0.08 % 2,283 USDT",2025-03-03 17:36:00,2025-03-03 17:41:00,2025-03-04 02:36:00,2025-03-04 02:41:00,2025-03-04 02:36 KST,2025-03-04 02:41 KST,319.67,1,319.67,150828.05,150828.05,791927.0499999998,2
BTCUSDT,Short,"90,557.135 USDT",6,"543,342.81 USDT",802.97 USDT,0.15 %,03/03/2025 17:48 UTC,03/03/2025 17:52 UTC,"0.15 % 90,422 USDT",,2025-03-03 17:48:00,2025-03-03 17:52:00,2025-03-04 02:48:00,2025-03-04 02:52:00,2025-03-04 02:48 KST,2025-03-04 02:52 KST,802.97,1,802.97,543342.81,543342.81,792730.0199999998,2
BTCUSDT,Long,"89,672.972 USDT",1.595,"143,028.39 USDT","-1,170.21 USDT",-0.82 %,03/03/2025 18:09 UTC,03/03/2025 18:19 UTC,"0.05 % 89,719 USDT","-0.96 % 88,810 USDT",2025-03-03 18:09:00,2025-03-03 18:19:00,2025-03-04 03:09:00,2025-03-04 03:19:00,2025-03-04 03:09 KST,2025-03-04 03:19 KST,1170.21,-1,-1170.21,143028.39,143028.39,791559.8099999998,2
BTCUSDT,Short,"87,928.661 USDT",7,"615,500.63 USDT","3,609 USDT",0.59 %,03/03/2025 18:36 UTC,03/03/2025 18:46 UTC,"0.75 % 87,277 USDT",,2025-03-03 18:36:00,2025-03-03 18:46:00,2025-03-04 03:36:00,2025-03-04 03:46:00,2025-03-04 03:36 KST,2025-03-04 03:46 KST,3609.0,1,3609.0,615500.63,615500.63,795168.8099999998,2
BTCUSDT,Short,"86,631.926 USDT",19,"-1,655,276.17 USDT","16,104 USDT",0.97 %,03/03/2025 18:47 UTC,03/04/2025 01:25 UTC,"1.51 % 85,345 USDT","-0.91 % 87,428 USDT",2025-03-03 18:47:00,2025-03-04 01:25:00,2025-03-04 03:47:00,2025-03-04 10:25:00,2025-03-04 03:47 KST,2025-03-04 10:25 KST,16104.0,1,16104.0,-1655276.17,1655276.17,811272.8099999998,2
ETHUSDT,Long,"2,088.21 USDT",99,"206,732.77 USDT","1,600 USDT",0.77 %,03/04/2025 04:17 UTC,03/04/2025 06:28 UTC,"1.59 % 2,121 USDT","-0.64 % 2,074 USDT",2025-03-04 04:17:00,2025-03-04 06:28:00,2025-03-04 13:17:00,2025-03-04 15:28:00,2025-03-04 13:17 KST,2025-03-04 15:28 KST,1600.0,1,1600.0,206732.77,206732.77,812872.8099999998,2
SOLUSDT,Long,136.936 USDT,999,"136,798.98 USDT",191.65 USDT,0.14 %,03/04/2025 04:25 UTC,03/04/2025 04:54 UTC,0.28 % 137.32 USDT,-0.65 % 136.05 USDT,2025-03-04 04:25:00,2025-03-04 04:54:00,2025-03-04 13:25:00,2025-03-04 13:54:00,2025-03-04 13:25 KST,2025-03-04 13:54 KST,191.65,1,191.65,136798.98,136798.98,813064.4599999998,2
BTCUSDT,Long,"83,722.415 USDT",5,"418,612.08 USDT","-1,743.80 USDT",-0.42 %,03/04/2025 04:52 UTC,03/04/2025 04:59 UTC,"0.03 % 83,750 USDT","-0.55 % 83,262 USDT",2025-03-04 04:52:00,2025-03-04 04:59:00,2025-03-04 13:52:00,2025-03-04 13:59:00,2025-03-04 13:52 KST,2025-03-04 13:59 KST,1743.8,-1,-1743.8,418612.08,418612.08,811320.6599999998,2
SOLUSDT,Long,136.603 USDT,999,"136,466.67 USDT","1,582 USDT",1.16 %,03/04/2025 04:57 UTC,03/04/2025 06:28 UTC,2.12 % 139.50 USDT,-0.54 % 135.86 USDT,2025-03-04 04:57:00,2025-03-04 06:28:00,2025-03-04 13:57:00,2025-03-04 15:28:00,2025-03-04 13:57 KST,2025-03-04 15:28 KST,1582.0,1,1582.0,136466.67,136466.67,812902.6599999998,2
BTCUSDT,Long,"83,436.206 USDT",9,"750,925.85 USDT","1,865 USDT",0.25 %,03/04/2025 05:00 UTC,03/04/2025 06:44 UTC,"1.35 % 84,566 USDT","-0.15 % 83,312 USDT",2025-03-04 05:00:00,2025-03-04 06:44:00,2025-03-04 14:00:00,2025-03-04 15:44:00,2025-03-04 14:00 KST,2025-03-04 15:44 KST,1865.0,1,1865.0,750925.85,750925.85,814767.6599999998,2
ETHUSDT,Long,"2,080.82 USDT",99,"206,001.18 USDT","2,267 USDT",1.10 %,03/04/2025 07:27 UTC,03/04/2025 08:26 UTC,"1.16 % 2,105 USDT","-0.55 % 2,069 USDT",2025-03-04 07:27:00,2025-03-04 08:26:00,2025-03-04 16:27:00,2025-03-04 17:26:00,2025-03-04 16:27 KST,2025-03-04 17:26 KST,2267.0,1,2267.0,206001.18,206001.18,817034.6599999998,2
BTCUSDT,Long,"83,150 USDT",13,"1,080,950.00 USDT","8,707 USDT",0.81 %,03/04/2025 07:59 UTC,03/04/2025 08:32 UTC,"0.87 % 83,874 USDT","-0.18 % 83,000 USDT",2025-03-04 07:59:00,2025-03-04 08:32:00,2025-03-04 16:59:00,2025-03-04 17:32:00,2025-03-04 16:59 KST,2025-03-04 17:32 KST,8707.0,1,8707.0,1080950.0,1080950.0,825741.6599999998,2
ETHUSDT,Short,"2,085.862 USDT",99,"206,500.34 USDT","-2,723.38 USDT",-1.32 %,03/04/2025 09:22 UTC,03/04/2025 11:12 UTC,"0.12 % 2,083 USDT","-1.15 % 2,110 USDT",2025-03-04 09:22:00,2025-03-04 11:12:00,2025-03-04 18:22:00,2025-03-04 20:12:00,2025-03-04 18:22 KST,2025-03-04 20:12 KST,2723.38,-1,-2723.38,206500.34,206500.34,823018.2799999998,2
BTCUSDT,Long,"83,238.193 USDT",16,"1,331,811.09 USDT","18,556 USDT",1.39 %,03/04/2025 12:31 UTC,03/04/2025 14:43 UTC,"2.04 % 84,934 USDT","-1.46 % 82,023 USDT",2025-03-04 12:31:00,2025-03-04 14:43:00,2025-03-04 21:31:00,2025-03-04 23:43:00,2025-03-04 21:31 KST,2025-03-04 23:43 KST,18556.0,1,18556.0,1331811.09,1331811.09,841574.2799999998,2
SOLUSDT,Long,134.164 USDT,999,"134,030.12 USDT","1,782 USDT",1.33 %,03/04/2025 13:26 UTC,03/04/2025 14:16 UTC,1.41 % 136.05 USDT,-1.20 % 132.55 USDT,2025-03-04 13:26:00,2025-03-04 14:16:00,2025-03-04 22:26:00,2025-03-04 23:16:00,2025-03-04 22:26 KST,2025-03-04 23:16 KST,1782.0,1,1782.0,134030.12,134030.12,843356.2799999998,2
BTCUSDT,Long,"82,757.01 USDT",16,"1,324,112.16 USDT","10,433 USDT",0.79 %,03/04/2025 15:05 UTC,03/04/2025 17:30 UTC,"2.44 % 84,774 USDT","-1.88 % 81,200 USDT",2025-03-04 15:05:00,2025-03-04 17:30:00,2025-03-05 00:05:00,2025-03-05 02:30:00,2025-03-05 00:05 KST,2025-03-05 02:30 KST,10433.0,1,10433.0,1324112.16,1324112.16,853789.2799999998,2
ETHUSDT,Long,"2,032.228 USDT",99,"201,190.58 USDT","3,788 USDT",1.88 %,03/04/2025 15:22 UTC,03/04/2025 16:06 UTC,"2.54 % 2,083 USDT",,2025-03-04 15:22:00,2025-03-04 16:06:00,2025-03-05 00:22:00,2025-03-05 01:06:00,2025-03-05 00:22 KST,2025-03-05 01:06 KST,3788.0,1,3788.0,201190.58,201190.58,857577.2799999998,2
