time,capital
2024-09-04 19:10:00,110221.47023145545
2024-09-04 19:30:00,104604.1612301639
2024-09-04 23:15:00,104679.75096220335
2024-09-05 22:44:00,104679.75096220335
2024-09-05 23:30:00,104605.47051363636
2024-09-06 09:28:00,104605.47051363636
2024-09-06 21:48:00,104605.47051363636
2024-09-06 23:25:00,103543.06764769934
2024-09-10 18:04:00,104615.2297014517
2024-09-11 21:04:00,104615.2297014517
2024-09-13 02:25:00,105236.8437231051
2024-09-13 09:16:00,105236.8437231051
2024-09-14 20:47:00,105507.0180154015
2024-09-17 08:29:00,105507.0180154015
2024-09-18 07:42:00,105591.26447825706
2024-09-19 03:00:00,105591.26447825706
2024-09-19 13:30:00,106016.82839654744
2024-09-21 18:01:00,106016.82839654744
2024-09-26 11:27:00,105798.3998351641
2024-09-26 12:08:00,105798.3998351641
2024-09-27 20:25:00,106738.70397900442
2024-09-28 00:54:00,106738.70397900442
2024-09-29 03:09:00,106513.40946716146
2024-09-29 04:53:00,106513.40946716146
2024-09-29 07:28:00,106513.40946716146
2024-09-30 18:00:00,106513.40946716146
2024-09-30 19:55:00,106478.23538897435
2024-09-30 19:56:00,106438.0171483926
2024-09-30 19:59:00,106406.71339521336
2024-09-30 23:03:00,106569.9194600544
2024-10-01 15:32:00,106569.9194600544
2024-10-01 16:02:00,106567.18305030924
2024-10-01 22:20:00,106633.888940023
2024-10-01 22:26:00,106296.13770657637
2024-10-01 23:00:00,106296.13770657637
2024-10-01 23:27:00,106296.13770657637
2024-10-02 00:06:00,106167.66843965124
2024-10-02 02:28:00,106167.66843965124
2024-10-02 02:32:00,106167.66843965124
2024-10-02 04:13:00,106211.36648697074
2024-10-02 06:50:00,106211.36648697074
2024-10-02 06:51:00,106211.36648697074
2024-10-02 13:42:00,106271.80932977336
2024-10-02 13:43:00,106263.4406832721
2024-10-02 20:39:00,106263.4406832721
2024-10-02 22:01:00,106263.4406832721
2024-10-02 22:40:00,106166.69902836213
2024-10-03 04:10:00,106166.69902836213
2024-10-03 04:18:00,106166.69902836213
2024-10-03 04:21:00,106166.69902836213
2024-10-03 04:23:00,106166.69902836213
2024-10-04 13:27:00,106124.14277528667
2024-10-05 00:06:00,106280.62430754358
2024-10-05 11:34:00,106679.6102224776
2024-10-05 14:13:00,106679.6102224776
2024-10-06 02:08:00,106679.6102224776
2024-10-06 02:10:00,106628.93620612484
2024-10-06 20:32:00,106628.93620612484
2024-10-06 23:35:00,106628.93620612484
2024-10-07 06:49:00,106622.78402582007
2024-10-07 13:15:00,106622.78402582007
2024-10-07 17:11:00,106622.78402582007
2024-10-07 17:12:00,106622.78402582007
2024-10-07 19:25:00,106315.13931446984
2024-10-07 19:27:00,106242.4292910752
2024-10-08 00:24:00,106242.4292910752
2024-10-08 19:15:00,106242.4292910752
2024-10-09 09:35:00,105927.28791138792
2024-10-10 05:41:00,105927.28791138792
2024-10-10 09:52:00,105927.28791138792
