Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period
MEMEUSDT,Long,0.023 USDT,"4,272,011","100,097.46 USDT","-1,084.65 USDT",-1.08 %,11/11/2023 17:58 UTC,11/11/2023 20:33 UTC,2.43 % 0.02 USDT,-2.81 % 0.02 USDT,2023-11-11 17:58:00,2023-11-11 20:33:00,2023-11-12 02:58:00,2023-11-12 05:33:00,2023-11-12 02:58 KST,2023-11-12 05:33 KST,1084.65,-1,-1084.65,100097.46,100097.46,239044.23000000013,1
ETHUSDT,Long,"2,077.353 USDT",24.068,"49,997.73 USDT",-785.33 USDT,-1.57 %,11/11/2023 19:28 UTC,11/11/2023 22:07 UTC,"0.14 % 2,080 USDT","-1.80 % 2,040 USDT",2023-11-11 19:28:00,2023-11-11 22:07:00,2023-11-12 04:28:00,2023-11-12 07:07:00,2023-11-12 04:28 KST,2023-11-12 07:07 KST,785.33,-1,-785.33,49997.73,49997.73,238258.90000000014,1
FETUSDT,Long,0.406 USDT,"99,281","40,266.99 USDT","2,474 USDT",6.15 %,11/11/2023 22:11 UTC,11/13/2023 02:26 UTC,8.39 % 0.44 USDT,-2.66 % 0.39 USDT,2023-11-11 22:11:00,2023-11-13 02:26:00,2023-11-12 07:11:00,2023-11-13 11:26:00,2023-11-12 07:11 KST,2023-11-13 11:26 KST,2474.0,1,2474.0,40266.99,40266.99,240732.90000000014,1
ETHUSDT,Long,"2,025.949 USDT",46.736,"94,684.78 USDT","1,698 USDT",1.79 %,11/12/2023 00:48 UTC,11/13/2023 02:24 UTC,"2.47 % 2,076 USDT","-0.71 % 2,011 USDT",2023-11-12 00:48:00,2023-11-13 02:24:00,2023-11-12 09:48:00,2023-11-13 11:24:00,2023-11-12 09:48 KST,2023-11-13 11:24 KST,1698.0,1,1698.0,94684.78,94684.78,242430.90000000014,1
RUNEUSDT,Long,5.04 USDT,813,"4,097.40 USDT",141.20 USDT,3.45 %,11/12/2023 14:50 UTC,11/13/2023 02:21 UTC,3.57 % 5.22 USDT,-0.06 % 5.04 USDT,2023-11-12 14:50:00,2023-11-13 02:21:00,2023-11-12 23:50:00,2023-11-13 11:21:00,2023-11-12 23:50 KST,2023-11-13 11:21 KST,141.2,1,141.2,4097.4,4097.4,242572.10000000015,1
BTCUSDT,Long,"37,197.2 USDT",2.689,"100,023.27 USDT",114.18 USDT,0.11 %,11/12/2023 15:42 UTC,11/13/2023 02:27 UTC,"0.72 % 37,464 USDT","-0.64 % 36,960 USDT",2023-11-12 15:42:00,2023-11-13 02:27:00,2023-11-13 00:42:00,2023-11-13 11:27:00,2023-11-13 00:42 KST,2023-11-13 11:27 KST,114.18,1,114.18,100023.27,100023.27,242686.28000000014,1
DYDXUSDT,Long,3.232 USDT,"10,618.9","34,320.29 USDT",874.20 USDT,2.55 %,11/12/2023 15:56 UTC,11/13/2023 02:27 UTC,5.79 % 3.42 USDT,-2.13 % 3.16 USDT,2023-11-12 15:56:00,2023-11-13 02:27:00,2023-11-13 00:56:00,2023-11-13 11:27:00,2023-11-13 00:56 KST,2023-11-13 11:27 KST,874.2,1,874.2,34320.29,34320.29,243560.48000000016,1
SOLUSDT,Short,57.101 USDT,875,"49,963.80 USDT","-1,253.75 USDT",-2.51 %,11/12/2023 19:12 UTC,11/13/2023 02:27 UTC,3.28 % 55.29 USDT,-3.02 % 58.88 USDT,2023-11-12 19:12:00,2023-11-13 02:27:00,2023-11-13 04:12:00,2023-11-13 11:27:00,2023-11-13 04:12 KST,2023-11-13 11:27 KST,1253.75,-1,-1253.75,49963.8,49963.8,242306.73000000016,1
TIAUSDT,Long,5.317 USDT,"99,328","451,288.69 USDT","105,358 USDT",23.35 %,11/13/2023 02:30 UTC,11/18/2023 22:09 UTC,40.00 % 7.44 USDT,-20.76 % 4.21 USDT,2023-11-13 02:30:00,2023-11-18 22:09:00,2023-11-13 11:30:00,2023-11-19 07:09:00,2023-11-13 11:30 KST,2023-11-19 07:09 KST,105358.0,1,105358.0,451288.69,451288.69,347664.73000000016,1
BNTUSDT,Long,1.205 USDT,"62,574","75,397.53 USDT","-12,314.43 USDT",-16.33 %,11/13/2023 02:48 UTC,11/13/2023 05:40 UTC,,-18.67 % 0.98 USDT,2023-11-13 02:48:00,2023-11-13 05:40:00,2023-11-13 11:48:00,2023-11-13 14:40:00,2023-11-13 11:48 KST,2023-11-13 14:40 KST,12314.43,-1,-12314.43,75397.53,75397.53,335350.30000000016,1
DYDXUSDT,Long,3.044 USDT,"27,805","84,647.60 USDT","-1,335.27 USDT",-1.58 %,11/13/2023 03:07 UTC,11/14/2023 00:06 UTC,6.79 % 3.25 USDT,-3.82 % 2.93 USDT,2023-11-13 03:07:00,2023-11-14 00:06:00,2023-11-13 12:07:00,2023-11-14 09:06:00,2023-11-13 12:07 KST,2023-11-14 09:06 KST,1335.27,-1,-1335.27,84647.6,84647.6,334015.03000000014,1
INJUSDT,Long,16.819 USDT,"1,913.6","32,184.39 USDT",-543.03 USDT,-1.69 %,11/13/2023 03:57 UTC,11/13/2023 14:39 UTC,2.11 % 17.17 USDT,-3.17 % 16.29 USDT,2023-11-13 03:57:00,2023-11-13 14:39:00,2023-11-13 12:57:00,2023-11-13 23:39:00,2023-11-13 12:57 KST,2023-11-13 23:39 KST,543.03,-1,-543.03,32184.39,32184.39,333472.0000000001,1
RUNEUSDT,Long,4.883 USDT,"5,705","27,858.40 USDT",-530.90 USDT,-1.91 %,11/13/2023 12:17 UTC,11/14/2023 00:08 UTC,2.23 % 4.99 USDT,-2.64 % 4.75 USDT,2023-11-13 12:17:00,2023-11-14 00:08:00,2023-11-13 21:17:00,2023-11-14 09:08:00,2023-11-13 21:17 KST,2023-11-14 09:08 KST,530.9,-1,-530.9,27858.4,27858.4,332941.1000000001,1
FETUSDT,Long,0.392 USDT,"90,251","35,405.47 USDT","-1,347.53 USDT",-3.81 %,11/13/2023 14:42 UTC,11/13/2023 21:35 UTC,5.15 % 0.41 USDT,-5.51 % 0.37 USDT,2023-11-13 14:42:00,2023-11-13 21:35:00,2023-11-13 23:42:00,2023-11-14 06:35:00,2023-11-13 23:42 KST,2023-11-14 06:35 KST,1347.53,-1,-1347.53,35405.47,35405.47,331593.57000000007,1
ETCUSDT,Long,20.236 USDT,"4,975.63","100,686.96 USDT","-1,272.82 USDT",-1.26 %,11/13/2023 15:20 UTC,11/14/2023 00:06 UTC,1.02 % 20.44 USDT,-1.79 % 19.87 USDT,2023-11-13 15:20:00,2023-11-14 00:06:00,2023-11-14 00:20:00,2023-11-14 09:06:00,2023-11-14 00:20 KST,2023-11-14 09:06 KST,1272.82,-1,-1272.82,100686.96,100686.96,330320.75000000006,1
1000PEPEUSDT,Long,0.001 USDT,"80,113,875","100,157.32 USDT","-2,069.31 USDT",-2.07 %,11/13/2023 16:59 UTC,11/13/2023 21:08 UTC,4.22 % 0.00 USDT,-2.89 % 0.00 USDT,2023-11-13 16:59:00,2023-11-13 21:08:00,2023-11-14 01:59:00,2023-11-14 06:08:00,2023-11-14 01:59 KST,2023-11-14 06:08 KST,2069.31,-1,-2069.31,100157.32,100157.32,328251.44000000006,1
ETCUSDT,Long,19.849 USDT,"2,183.54","43,341.37 USDT",-275.14 USDT,-0.63 %,11/14/2023 00:07 UTC,11/14/2023 00:08 UTC,,-0.73 % 19.70 USDT,2023-11-14 00:07:00,2023-11-14 00:08:00,2023-11-14 09:07:00,2023-11-14 09:08:00,2023-11-14 09:07 KST,2023-11-14 09:08 KST,275.14,-1,-275.14,43341.37,43341.37,327976.30000000005,1
RUNEUSDT,Long,4.74 USDT,"9,687","45,920.31 USDT",52.30 USDT,0.11 %,11/14/2023 00:09 UTC,11/14/2023 18:52 UTC,10.20 % 5.22 USDT,-1.25 % 4.68 USDT,2023-11-14 00:09:00,2023-11-14 18:52:00,2023-11-14 09:09:00,2023-11-15 03:52:00,2023-11-14 09:09 KST,2023-11-15 03:52 KST,52.3,1,52.3,45920.31,45920.31,328028.60000000003,1
DYDXUSDT,Long,2.918 USDT,"2,616","7,632.83 USDT",-1.31 USDT,-0.02 %,11/14/2023 00:10 UTC,11/14/2023 00:11 UTC,0.93 % 2.94 USDT,-0.61 % 2.90 USDT,2023-11-14 00:10:00,2023-11-14 00:11:00,2023-11-14 09:10:00,2023-11-14 09:11:00,2023-11-14 09:10 KST,2023-11-14 09:11 KST,1.31,-1,-1.31,7632.83,7632.83,328027.29000000004,1
LINKUSDT,Long,14.221 USDT,"9,998.66","142,186.25 USDT",-986.03 USDT,-0.69 %,11/14/2023 00:45 UTC,11/14/2023 15:22 UTC,3.74 % 14.75 USDT,-2.46 % 13.87 USDT,2023-11-14 00:45:00,2023-11-14 15:22:00,2023-11-14 09:45:00,2023-11-15 00:22:00,2023-11-14 09:45 KST,2023-11-15 00:22 KST,986.03,-1,-986.03,142186.25,142186.25,327041.26,1
DYDXUSDT,Long,3.102 USDT,"10,782.3","33,444.46 USDT","9,058 USDT",27.08 %,11/14/2023 01:09 UTC,11/15/2023 17:44 UTC,40.82 % 4.37 USDT,-6.44 % 2.90 USDT,2023-11-14 01:09:00,2023-11-15 17:44:00,2023-11-14 10:09:00,2023-11-16 02:44:00,2023-11-14 10:09 KST,2023-11-16 02:44 KST,9058.0,1,9058.0,33444.46,33444.46,336099.26,1
ETHUSDT,Long,"2,033.663 USDT",97.833,"198,959.33 USDT",-619.42 USDT,-0.31 %,11/14/2023 10:40 UTC,11/14/2023 12:43 UTC,"0.35 % 2,040 USDT","-0.72 % 2,019 USDT",2023-11-14 10:40:00,2023-11-14 12:43:00,2023-11-14 19:40:00,2023-11-14 21:43:00,2023-11-14 19:40 KST,2023-11-14 21:43 KST,619.42,-1,-619.42,198959.33,198959.33,335479.84,1
MATICUSDT,Short,0.918 USDT,"427,769","-393,247.76 USDT",285.35 USDT,0.07 %,11/14/2023 13:23 UTC,11/15/2023 00:19 UTC,6.78 % 0.86 USDT,-1.04 % 0.93 USDT,2023-11-14 13:23:00,2023-11-15 00:19:00,2023-11-14 22:23:00,2023-11-15 09:19:00,2023-11-14 22:23 KST,2023-11-15 09:19 KST,285.35,1,285.35,-393247.76,393247.76,335765.19,1
LINKUSDT,Long,13.992 USDT,"7,124.65","99,687.88 USDT",-914.29 USDT,-0.92 %,11/14/2023 15:28 UTC,11/14/2023 15:33 UTC,0.31 % 14.04 USDT,-1.33 % 13.81 USDT,2023-11-14 15:28:00,2023-11-14 15:33:00,2023-11-15 00:28:00,2023-11-15 00:33:00,2023-11-15 00:28 KST,2023-11-15 00:33 KST,914.29,-1,-914.29,99687.88,99687.88,334850.9,1
LINKUSDT,Long,13.836 USDT,"29,718.16","415,076.64 USDT","-9,846.34 USDT",-2.37 %,11/14/2023 15:33 UTC,11/14/2023 18:51 UTC,5.03 % 14.53 USDT,-2.43 % 13.50 USDT,2023-11-14 15:33:00,2023-11-14 18:51:00,2023-11-15 00:33:00,2023-11-15 03:51:00,2023-11-15 00:33 KST,2023-11-15 03:51 KST,9846.34,-1,-9846.34,415076.64,415076.64,325004.56,1
BTCUSDT,Long,"35,885.004 USDT",8.282,"297,199.61 USDT","-1,910.43 USDT",-0.64 %,11/14/2023 15:48 UTC,11/14/2023 18:43 UTC,"0.48 % 36,057 USDT","-0.88 % 35,570 USDT",2023-11-14 15:48:00,2023-11-14 18:43:00,2023-11-15 00:48:00,2023-11-15 03:43:00,2023-11-15 00:48 KST,2023-11-15 03:43 KST,1910.43,-1,-1910.43,297199.61,297199.61,323094.13,1
MKRUSDT,Long,"1,367.821 USDT",79.046,"109,053.11 USDT","-1,930.21 USDT",-1.77 %,11/14/2023 18:45 UTC,11/14/2023 18:54 UTC,"1.24 % 1,384 USDT","-2.63 % 1,331 USDT",2023-11-14 18:45:00,2023-11-14 18:54:00,2023-11-15 03:45:00,2023-11-15 03:54:00,2023-11-15 03:45 KST,2023-11-15 03:54 KST,1930.21,-1,-1930.21,109053.11,109053.11,321163.92,1
LINKUSDT,Long,13.623 USDT,"31,413.8","427,952.51 USDT","12,322 USDT",2.88 %,11/14/2023 18:52 UTC,11/16/2023 19:24 UTC,13.13 % 15.41 USDT,-2.21 % 13.32 USDT,2023-11-14 18:52:00,2023-11-16 19:24:00,2023-11-15 03:52:00,2023-11-17 04:24:00,2023-11-15 03:52 KST,2023-11-17 04:24 KST,12322.0,1,12322.0,427952.51,427952.51,333485.92,1
RUNEUSDT,Long,5.569 USDT,"9,804","54,593.95 USDT","5,430 USDT",9.95 %,11/14/2023 18:52 UTC,11/16/2023 23:15 UTC,19.96 % 6.68 USDT,-18.54 % 4.54 USDT,2023-11-14 18:52:00,2023-11-16 23:15:00,2023-11-15 03:52:00,2023-11-17 08:15:00,2023-11-15 03:52 KST,2023-11-17 08:15 KST,5430.0,1,5430.0,54593.95,54593.95,338915.92,1
SOLUSDT,Short,56.022 USDT,"5,477","-306,005.44 USDT","-6,228.46 USDT",-2.04 %,11/14/2023 20:46 UTC,11/14/2023 22:56 UTC,0.91 % 55.52 USDT,-1.66 % 56.97 USDT,2023-11-14 20:46:00,2023-11-14 22:56:00,2023-11-15 05:46:00,2023-11-15 07:56:00,2023-11-15 05:46 KST,2023-11-15 07:56 KST,6228.46,-1,-6228.46,-306005.44,306005.44,332687.45999999996,1
ARKMUSDT,Short,0.585 USDT,"241,020","-141,040.63 USDT","8,337 USDT",5.91 %,11/15/2023 12:04 UTC,11/15/2023 22:20 UTC,11.38 % 0.53 USDT,-0.90 % 0.59 USDT,2023-11-15 12:04:00,2023-11-15 22:20:00,2023-11-15 21:04:00,2023-11-16 07:20:00,2023-11-15 21:04 KST,2023-11-16 07:20 KST,8337.0,1,8337.0,-141040.63,141040.63,341024.45999999996,1
SUIUSDT,Long,0.604 USDT,"142,098.1","85,779.87 USDT","1,402 USDT",1.63 %,11/15/2023 12:13 UTC,11/15/2023 17:44 UTC,2.46 % 0.62 USDT,-2.60 % 0.59 USDT,2023-11-15 12:13:00,2023-11-15 17:44:00,2023-11-15 21:13:00,2023-11-16 02:44:00,2023-11-15 21:13 KST,2023-11-16 02:44 KST,1402.0,1,1402.0,85779.87,85779.87,342426.45999999996,1
SEIUSDT,Long,0.156 USDT,"473,404","74,058.33 USDT",-102.57 USDT,-0.14 %,11/15/2023 14:01 UTC,11/15/2023 17:45 UTC,8.51 % 0.17 USDT,-0.25 % 0.16 USDT,2023-11-15 14:01:00,2023-11-15 17:45:00,2023-11-15 23:01:00,2023-11-16 02:45:00,2023-11-15 23:01 KST,2023-11-16 02:45 KST,102.57,-1,-102.57,74058.33,74058.33,342323.88999999996,1
RNDRUSDT,Long,2.724 USDT,"45,322.4","113,091.01 USDT","24,543 USDT",21.70 %,11/15/2023 14:38 UTC,11/17/2023 00:40 UTC,22.52 % 3.34 USDT,-10.59 % 2.44 USDT,2023-11-15 14:38:00,2023-11-17 00:40:00,2023-11-15 23:38:00,2023-11-17 09:40:00,2023-11-15 23:38 KST,2023-11-17 09:40 KST,24543.0,1,24543.0,113091.01,113091.01,366866.88999999996,1
AGIXUSDT,Long,0.251 USDT,"132,463","33,189.43 USDT",-80.33 USDT,-0.24 %,11/15/2023 15:52 UTC,11/15/2023 18:01 UTC,1.41 % 0.25 USDT,-0.58 % 0.25 USDT,2023-11-15 15:52:00,2023-11-15 18:01:00,2023-11-16 00:52:00,2023-11-16 03:01:00,2023-11-16 00:52 KST,2023-11-16 03:01 KST,80.33,-1,-80.33,33189.43,33189.43,366786.55999999994,1
OCEANUSDT,Long,0.418 USDT,"47,784","19,972.45 USDT",41.83 USDT,0.21 %,11/15/2023 15:53 UTC,11/15/2023 18:01 UTC,1.32 % 0.42 USDT,-0.23 % 0.42 USDT,2023-11-15 15:53:00,2023-11-15 18:01:00,2023-11-16 00:53:00,2023-11-16 03:01:00,2023-11-16 00:53 KST,2023-11-16 03:01 KST,41.83,1,41.83,19972.45,19972.45,366828.38999999996,1
FETUSDT,Long,0.42 USDT,"153,417","64,466.49 USDT",-346.09 USDT,-0.54 %,11/15/2023 15:53 UTC,11/15/2023 18:01 UTC,1.28 % 0.43 USDT,-1.02 % 0.42 USDT,2023-11-15 15:53:00,2023-11-15 18:01:00,2023-11-16 00:53:00,2023-11-16 03:01:00,2023-11-16 00:53 KST,2023-11-16 03:01 KST,346.09,-1,-346.09,64466.49,64466.49,366482.29999999993,1
FTMUSDT,Long,0.327 USDT,"613,674","200,865.61 USDT","-2,513.99 USDT",-1.25 %,11/15/2023 16:00 UTC,11/15/2023 17:43 UTC,0.82 % 0.33 USDT,-1.35 % 0.32 USDT,2023-11-15 16:00:00,2023-11-15 17:43:00,2023-11-16 01:00:00,2023-11-16 02:43:00,2023-11-16 01:00 KST,2023-11-16 02:43 KST,2513.99,-1,-2513.99,200865.61,200865.61,363968.30999999994,1
BTCUSDT,Short,"36,358.9 USDT",6.875,"-249,967.44 USDT",-566.56 USDT,-0.23 %,11/15/2023 16:43 UTC,11/15/2023 17:31 UTC,"0.16 % 36,300 USDT","-0.17 % 36,421 USDT",2023-11-15 16:43:00,2023-11-15 17:31:00,2023-11-16 01:43:00,2023-11-16 02:31:00,2023-11-16 01:43 KST,2023-11-16 02:31 KST,566.56,-1,-566.56,-249967.44,249967.44,363401.74999999994,1
AVAXUSDT,Short,20.252 USDT,"19,655","-397,170.85 USDT","-7,552.46 USDT",-1.90 %,11/15/2023 17:04 UTC,11/15/2023 19:32 UTC,0.50 % 20.15 USDT,-2.28 % 20.72 USDT,2023-11-15 17:04:00,2023-11-15 19:32:00,2023-11-16 02:04:00,2023-11-16 04:32:00,2023-11-16 02:04 KST,2023-11-16 04:32 KST,7552.46,-1,-7552.46,-397170.85,397170.85,355849.2899999999,1
SOLUSDT,Short,61.575 USDT,"7,741","-475,134.33 USDT","-7,475.74 USDT",-1.57 %,11/15/2023 17:27 UTC,11/15/2023 18:13 UTC,,-1.25 % 62.35 USDT,2023-11-15 17:27:00,2023-11-15 18:13:00,2023-11-16 02:27:00,2023-11-16 03:13:00,2023-11-16 02:27 KST,2023-11-16 03:13 KST,7475.74,-1,-7475.74,-475134.33,475134.33,348373.54999999993,1
MATICUSDT,Short,0.914 USDT,"387,210","-349,199.78 USDT","-9,419.58 USDT",-2.70 %,11/15/2023 17:38 UTC,11/16/2023 11:42 UTC,2.22 % 0.89 USDT,-3.13 % 0.94 USDT,2023-11-15 17:38:00,2023-11-16 11:42:00,2023-11-16 02:38:00,2023-11-16 20:42:00,2023-11-16 02:38 KST,2023-11-16 20:42 KST,9419.58,-1,-9419.58,-349199.78,349199.78,338953.9699999999,1
SOLUSDT,Short,62.733 USDT,"3,187","-199,930.61 USDT","-2,217.52 USDT",-1.11 %,11/15/2023 18:19 UTC,11/15/2023 19:21 UTC,1.40 % 61.86 USDT,-0.55 % 63.08 USDT,2023-11-15 18:19:00,2023-11-15 19:21:00,2023-11-16 03:19:00,2023-11-16 04:21:00,2023-11-16 03:19 KST,2023-11-16 04:21 KST,2217.52,-1,-2217.52,-199930.61,199930.61,336736.4499999999,1
FTMUSDT,Long,0.331 USDT,"151,329","50,016.38 USDT",-516.27 USDT,-1.03 %,11/15/2023 18:20 UTC,11/15/2023 18:48 UTC,,-2.30 % 0.32 USDT,2023-11-15 18:20:00,2023-11-15 18:48:00,2023-11-16 03:20:00,2023-11-16 03:48:00,2023-11-16 03:20 KST,2023-11-16 03:48 KST,516.27,-1,-516.27,50016.38,50016.38,336220.1799999999,1
BTCUSDT,Long,"36,709.906 USDT",18.559,"681,299.15 USDT","-9,175.01 USDT",-1.35 %,11/15/2023 18:26 UTC,11/16/2023 18:24 UTC,"3.51 % 38,000 USDT","-1.69 % 36,088 USDT",2023-11-15 18:26:00,2023-11-16 18:24:00,2023-11-16 03:26:00,2023-11-17 03:24:00,2023-11-16 03:26 KST,2023-11-17 03:24 KST,9175.01,-1,-9175.01,681299.15,681299.15,327045.16999999987,1
DYDXUSDT,Long,4.014 USDT,"16,914.4","67,899.43 USDT","-1,705.04 USDT",-2.51 %,11/15/2023 18:35 UTC,11/16/2023 10:57 UTC,5.57 % 4.24 USDT,-3.02 % 3.89 USDT,2023-11-15 18:35:00,2023-11-16 10:57:00,2023-11-16 03:35:00,2023-11-16 19:57:00,2023-11-16 03:35 KST,2023-11-16 19:57 KST,1705.04,-1,-1705.04,67899.43,67899.43,325340.1299999999,1
SOLUSDT,Short,63.228 USDT,"2,370","-149,849.51 USDT",-949.43 USDT,-0.63 %,11/15/2023 19:23 UTC,11/15/2023 19:25 UTC,,-0.12 % 63.30 USDT,2023-11-15 19:23:00,2023-11-15 19:25:00,2023-11-16 04:23:00,2023-11-16 04:25:00,2023-11-16 04:23 KST,2023-11-16 04:25 KST,949.43,-1,-949.43,-149849.51,149849.51,324390.6999999999,1
SOLUSDT,Short,64.656 USDT,"1,545","99,894.00 USDT",-377.87 USDT,-0.38 %,11/15/2023 19:27 UTC,11/15/2023 19:28 UTC,,-0.04 % 64.68 USDT,2023-11-15 19:27:00,2023-11-15 19:28:00,2023-11-16 04:27:00,2023-11-16 04:28:00,2023-11-16 04:27 KST,2023-11-16 04:28 KST,377.87,-1,-377.87,99894.0,99894.0,324012.8299999999,1
1000PEPEUSDT,Long,0.001 USDT,"213,404,785","267,750.29 USDT",-27.18 USDT,-0.01 %,11/15/2023 20:11 UTC,11/16/2023 06:46 UTC,6.49 % 0.00 USDT,-1.65 % 0.00 USDT,2023-11-15 20:11:00,2023-11-16 06:46:00,2023-11-16 05:11:00,2023-11-16 15:46:00,2023-11-16 05:11 KST,2023-11-16 15:46 KST,27.18,-1,-27.18,267750.29,267750.29,323985.6499999999,1
SUIUSDT,Long,0.591 USDT,"260,162.2","160,051.21 USDT",-234.96 USDT,-0.15 %,11/15/2023 20:53 UTC,11/16/2023 13:16 UTC,8.78 % 0.64 USDT,,2023-11-15 20:53:00,2023-11-16 13:16:00,2023-11-16 05:53:00,2023-11-16 22:16:00,2023-11-16 05:53 KST,2023-11-16 22:16 KST,234.96,-1,-234.96,160051.21,160051.21,323750.6899999999,1
FETUSDT,Long,0.429 USDT,"113,370","48,591.70 USDT","-1,186.50 USDT",-2.44 %,11/15/2023 20:53 UTC,11/16/2023 12:27 UTC,6.09 % 0.45 USDT,-2.62 % 0.42 USDT,2023-11-15 20:53:00,2023-11-16 12:27:00,2023-11-16 05:53:00,2023-11-16 21:27:00,2023-11-16 05:53 KST,2023-11-16 21:27 KST,1186.5,-1,-1186.5,48591.7,48591.7,322564.1899999999,1
AGIXUSDT,Long,0.255 USDT,"150,383","38,412.37 USDT",-448.54 USDT,-1.17 %,11/15/2023 20:53 UTC,11/16/2023 12:27 UTC,5.59 % 0.27 USDT,-1.46 % 0.25 USDT,2023-11-15 20:53:00,2023-11-16 12:27:00,2023-11-16 05:53:00,2023-11-16 21:27:00,2023-11-16 05:53 KST,2023-11-16 21:27 KST,448.54,-1,-448.54,38412.37,38412.37,322115.6499999999,1
WLDUSDT,Short,2.384 USDT,"67,014","-159,782.64 USDT","-1,380.83 USDT",-0.86 %,11/15/2023 20:57 UTC,11/16/2023 01:37 UTC,2.30 % 2.33 USDT,-0.84 % 2.40 USDT,2023-11-15 20:57:00,2023-11-16 01:37:00,2023-11-16 05:57:00,2023-11-16 10:37:00,2023-11-16 05:57 KST,2023-11-16 10:37 KST,1380.83,-1,-1380.83,-159782.64,159782.64,320734.8199999999,1
SOLUSDT,Short,65.476 USDT,"7,262","-475,489.91 USDT","-5,658.57 USDT",-1.19 %,11/15/2023 21:25 UTC,11/16/2023 06:20 UTC,1.22 % 64.69 USDT,-2.71 % 67.30 USDT,2023-11-15 21:25:00,2023-11-16 06:20:00,2023-11-16 06:25:00,2023-11-16 15:20:00,2023-11-16 06:25 KST,2023-11-16 15:20 KST,5658.57,-1,-5658.57,-475489.91,475489.91,315076.2499999999,1
INJUSDT,Short,16.97 USDT,"5,888.1","-99,923.34 USDT","-1,001.41 USDT",-1.00 %,11/15/2023 23:19 UTC,11/16/2023 00:12 UTC,0.11 % 16.95 USDT,-0.98 % 17.14 USDT,2023-11-15 23:19:00,2023-11-16 00:12:00,2023-11-16 08:19:00,2023-11-16 09:12:00,2023-11-16 08:19 KST,2023-11-16 09:12 KST,1001.41,-1,-1001.41,-99923.34,99923.34,314074.8399999999,1
SNXUSDT,Long,3.155 USDT,"20,903.6","65,941.03 USDT",-217.82 USDT,-0.33 %,11/16/2023 01:07 UTC,11/16/2023 12:20 UTC,5.88 % 3.34 USDT,-0.84 % 3.13 USDT,2023-11-16 01:07:00,2023-11-16 12:20:00,2023-11-16 10:07:00,2023-11-16 21:20:00,2023-11-16 10:07 KST,2023-11-16 21:20 KST,217.82,-1,-217.82,65941.03,65941.03,313857.0199999999,1
GMXUSDT,Short,53.916 USDT,"2,054.18","-110,752.26 USDT","8,617 USDT",7.78 %,11/16/2023 02:04 UTC,11/21/2023 18:07 UTC,10.35 % 48.86 USDT,-1.94 % 54.98 USDT,2023-11-16 02:04:00,2023-11-21 18:07:00,2023-11-16 11:04:00,2023-11-22 03:07:00,2023-11-16 11:04 KST,2023-11-22 03:07 KST,8617.0,1,8617.0,-110752.26,110752.26,322474.0199999999,1
WOOUSDT,Long,0.277 USDT,"90,409","25,046.30 USDT",-318.39 USDT,-1.27 %,11/16/2023 09:55 UTC,11/16/2023 11:57 UTC,0.29 % 0.28 USDT,-2.45 % 0.27 USDT,2023-11-16 09:55:00,2023-11-16 11:57:00,2023-11-16 18:55:00,2023-11-16 20:57:00,2023-11-16 18:55 KST,2023-11-16 20:57 KST,318.39,-1,-318.39,25046.3,25046.3,322155.6299999999,1
ETHUSDT,Long,"2,050.234 USDT",243.052,"498,313.53 USDT","-3,500.57 USDT",-0.70 %,11/16/2023 11:05 UTC,11/16/2023 13:16 UTC,"2.09 % 2,093 USDT","-1.47 % 2,020 USDT",2023-11-16 11:05:00,2023-11-16 13:16:00,2023-11-16 20:05:00,2023-11-16 22:16:00,2023-11-16 20:05 KST,2023-11-16 22:16 KST,3500.57,-1,-3500.57,498313.53,498313.53,318655.0599999999,1
SOLUSDT,Short,62.028 USDT,"6,237","-400,724.66 USDT","21,710 USDT",5.42 %,11/16/2023 11:46 UTC,11/17/2023 01:39 UTC,9.20 % 56.80 USDT,-3.85 % 64.51 USDT,2023-11-16 11:46:00,2023-11-17 01:39:00,2023-11-16 20:46:00,2023-11-17 10:39:00,2023-11-16 20:46 KST,2023-11-17 10:39 KST,21710.0,1,21710.0,-400724.66,400724.66,340365.0599999999,1
MATICUSDT,Short,0.908 USDT,"237,485","-215,534.73 USDT","10,114 USDT",4.69 %,11/16/2023 12:05 UTC,11/16/2023 19:49 UTC,7.74 % 0.84 USDT,-0.37 % 0.91 USDT,2023-11-16 12:05:00,2023-11-16 19:49:00,2023-11-16 21:05:00,2023-11-17 04:49:00,2023-11-16 21:05 KST,2023-11-17 04:49 KST,10114.0,1,10114.0,-215534.73,215534.73,350479.0599999999,1
FTMUSDT,Long,0.367 USDT,"1,079,832","395,569.20 USDT","-7,965.58 USDT",-2.01 %,11/16/2023 12:21 UTC,11/16/2023 16:28 UTC,3.19 % 0.38 USDT,-3.02 % 0.36 USDT,2023-11-16 12:21:00,2023-11-16 16:28:00,2023-11-16 21:21:00,2023-11-17 01:28:00,2023-11-16 21:21 KST,2023-11-17 01:28 KST,7965.58,-1,-7965.58,395569.2,395569.2,342513.47999999986,1
