year_month,month_total_seconds,month_position_seconds,month_position_ratio
2025-01,2678399.0,1386000.0,51.74733114819712
2025-02,2419199.0,1861200.0,76.93455561117544
2025-03,2678399.0,172800.0,6.451615311983017
