year_month,mdd
2024-01,0.0
2024-02,0.0
2024-03,-0.7461156853844951
2024-04,0.0
2024-05,-2.370464468066716
2024-06,-0.12327279490379064
2024-07,-2.1837723368213013
2024-08,-0.8303968335481785
2024-09,-6.208543823659988
2024-10,-0.9704998650477938
2024-11,-1.7216474327714342
2024-12,-3.674683125566179
2025-01,-1.6626785176928855
2025-02,-0.908094614050571
2025-03,-2.542397348378189
2025-04,-0.7309036868716833
2025-05,-0.8378915568199484
