period,time,start_capital,end_capital,change,change_pct,cumulative_max,drawdown,year_month
1,2024-01-24 04:02:00,100000.0,98973.86044825283,-1026.1395517471683,-1.0261395517471683,98973.86044825283,0.0,2024-01
2,2024-02-09 00:44:00,98973.86044825283,98973.86044825283,0.0,0.0,98973.86044825283,0.0,2024-02
3,2024-02-17 00:53:00,98973.86044825283,107182.3726337274,8208.512185474567,8.29361626221125,107182.3726337274,0.0,2024-02
4,2024-02-27 18:34:00,107182.3726337274,107182.3726337274,0.0,0.0,107182.3726337274,0.0,2024-02
5,2024-02-29 02:32:00,107182.3726337274,109981.17923089441,2798.806597167015,2.611256429946118,109981.17923089441,0.0,2024-02
6,2024-03-04 18:04:00,109981.17923089441,109981.17923089441,0.0,0.0,109981.17923089441,0.0,2024-03
7,2024-03-04 18:49:00,109981.17923089441,109870.16861557052,-111.01061532388849,-0.10093601114317285,109981.17923089441,-0.10093601114317285,2024-03
8,2024-03-14 02:52:00,109870.16861557052,109870.16861557052,0.0,0.0,109981.17923089441,-0.10093601114317285,2024-03
9,2024-03-15 04:56:00,109870.16861557052,109592.14698626052,-278.0216293100093,-0.25304560174362817,109981.17923089441,-0.3537261987500277,2024-03
10,2024-03-18 01:37:00,109592.14698626052,109592.14698626052,0.0,0.0,109981.17923089441,-0.3537261987500277,2024-03
11,2024-03-18 02:55:00,109592.14698626052,109778.8767508237,186.72976456319157,0.17038608120945176,109981.17923089441,-0.1839428177488373,2024-03
12,2024-03-19 04:31:00,109778.8767508237,109778.8767508237,0.0,0.0,109981.17923089441,-0.1839428177488373,2024-03
13,2024-03-21 01:59:00,109778.8767508237,109778.8767508237,0.0,0.0,109981.17923089441,-0.1839428177488373,2024-03
14,2024-03-21 02:59:00,109778.8767508237,109315.54125851594,-463.33549230777135,-0.4220625187844207,109981.17923089441,-0.6052289828435442,2024-03
15,2024-03-21 03:07:00,109315.54125851594,109315.54125851594,0.0,0.0,109981.17923089441,-0.6052289828435442,2024-03
16,2024-03-21 04:40:00,109315.54125851594,109160.59240168188,-154.94885683406028,-0.14174458183180738,109981.17923089441,-0.7461156853844951,2024-03
17,2024-03-21 14:53:00,109160.59240168188,109694.14667180147,533.5542701195955,0.48877919987485774,109981.17923089441,-0.2609833437868005,2024-03
18,2024-03-23 15:36:00,109694.14667180147,109694.14667180147,0.0,0.0,109981.17923089441,-0.2609833437868005,2024-03
19,2024-03-28 00:02:00,109694.14667180147,109694.14667180147,0.0,0.0,109981.17923089441,-0.2609833437868005,2024-03
20,2024-03-28 01:35:00,109694.14667180147,109335.5780568986,-358.568614902877,-0.3268803539496903,109981.17923089441,-0.5870105944585707,2024-03
21,2024-04-03 18:33:00,109335.5780568986,109573.28567225412,237.70761535552447,0.21741103818175328,109981.17923089441,-0.3708757821044667,2024-04
22,2024-04-14 14:08:00,109573.28567225412,109573.28567225412,0.0,0.0,109981.17923089441,-0.3708757821044667,2024-04
23,2024-04-16 07:05:00,109573.28567225412,110231.0612431003,657.7755708461773,0.600306513408439,110231.0612431003,0.0,2024-04
24,2024-05-04 22:47:00,110231.0612431003,110231.0612431003,0.0,0.0,110231.0612431003,0.0,2024-05
25,2024-05-05 00:05:00,110231.0612431003,109499.03914812056,-732.0220949797367,-0.6640796947108738,110231.0612431003,-0.6640796947108738,2024-05
26,2024-05-10 10:00:00,109499.03914812056,109499.03914812056,0.0,0.0,110231.0612431003,-0.6640796947108738,2024-05
27,2024-05-10 10:45:00,109499.03914812056,108949.77072029765,-549.2684278229135,-0.5016194042396226,110231.0612431003,-1.1623679463422114,2024-05
28,2024-05-13 21:40:00,108949.77072029765,108949.77072029765,0.0,0.0,110231.0612431003,-1.1623679463422114,2024-05
29,2024-05-13 22:41:00,108949.77072029765,108766.60366318784,-183.1670571098075,-0.16812064486124062,110231.0612431003,-1.3285344107164012,2024-05
30,2024-05-15 12:11:00,108766.60366318784,108766.60366318784,0.0,0.0,110231.0612431003,-1.3285344107164012,2024-05
31,2024-05-15 12:26:00,108766.60366318784,108085.24936921995,-681.3542939678882,-0.6264370413530649,110231.0612431003,-1.9466490204136169,2024-05
32,2024-05-16 18:00:00,108085.24936921995,108085.24936921995,0.0,0.0,110231.0612431003,-1.9466490204136169,2024-05
33,2024-05-28 21:35:00,108085.24936921995,108001.27314908738,-83.97622013256478,-0.07769443159232713,110231.0612431003,-2.022831014114436,2024-05
34,2024-05-29 00:53:00,108001.27314908738,108001.27314908738,0.0,0.0,110231.0612431003,-2.022831014114436,2024-05
35,2024-05-29 02:49:00,108001.27314908738,107618.07310355974,-383.20004552764294,-0.35481067431368607,110231.0612431003,-2.370464468066716,2024-05
36,2024-05-29 18:32:00,107618.07310355974,107618.07310355974,0.0,0.0,110231.0612431003,-2.370464468066716,2024-05
37,2024-06-14 19:07:00,107618.07310355974,100632.54716722463,-6985.525936335107,-6.491034205391327,110231.0612431003,-8.707631014009186,2024-06
38,2024-06-25 04:01:00,100632.54716722463,100632.54716722463,0.0,0.0,110231.0612431003,-8.707631014009186,2024-06
39,2024-06-26 08:34:00,100632.54716722463,101322.4032614748,689.8560942501645,0.6855198578088324,110231.0612431003,-8.081803695946107,2024-06
40,2024-06-29 13:18:00,101322.4032614748,101322.4032614748,0.0,0.0,110231.0612431003,-8.081803695946107,2024-06
41,2024-06-30 20:50:00,101322.4032614748,101197.50030311069,-124.90295836410951,-0.12327279490379064,110231.0612431003,-8.195113825555268,2024-06
42,2024-07-04 19:54:00,101197.50030311069,101197.50030311069,0.0,0.0,110231.0612431003,-8.195113825555268,2024-07
43,2024-07-06 01:42:00,101197.50030311069,101197.50030311069,0.0,0.0,110231.0612431003,-8.195113825555268,2024-07
44,2024-07-06 02:37:00,101197.50030311069,100738.62924866585,-458.8710544448404,-0.4534410959464532,110231.0612431003,-8.611394907557063,2024-07
45,2024-07-06 03:05:00,100738.62924866585,100738.62924866585,0.0,0.0,110231.0612431003,-8.611394907557063,2024-07
46,2024-07-06 10:48:00,100738.62924866585,106049.31670629377,5310.687457627922,5.271748779228357,110231.0612431003,-3.793617234242378,2024-07
47,2024-07-07 00:01:00,106049.31670629377,106049.31670629377,0.0,0.0,110231.0612431003,-3.793617234242378,2024-07
48,2024-07-07 11:01:00,106049.31670629377,107191.04298744569,1141.7262811519176,1.076599375283065,110231.0612431003,-2.7578599184037977,2024-07
49,2024-07-07 16:27:00,107191.04298744569,110234.4864119659,3043.4434245202137,2.839270278279375,110234.4864119659,0.0,2024-07
50,2024-07-08 09:30:00,110234.4864119659,110234.4864119659,0.0,0.0,110234.4864119659,0.0,2024-07
51,2024-07-08 14:09:00,110234.4864119659,110234.4864119659,0.0,0.0,110234.4864119659,0.0,2024-07
52,2024-07-09 00:55:00,110234.4864119659,107827.21619206436,-2407.2702199015475,-2.1837723368213013,110234.4864119659,-2.1837723368213013,2024-07
53,2024-07-09 02:48:00,107827.21619206436,108287.05416300775,459.8379709433939,0.4264581681533165,110234.4864119659,-1.7666270441722316,2024-07
54,2024-07-09 10:02:00,108287.05416300775,108287.05416300775,0.0,0.0,110234.4864119659,-1.7666270441722316,2024-07
55,2024-07-10 01:11:00,108287.05416300775,108422.06996709481,135.01580408705922,0.12468323672727849,110234.4864119659,-1.6441464952245264,2024-07
56,2024-07-13 06:41:00,108422.06996709481,108422.06996709481,0.0,0.0,110234.4864119659,-1.6441464952245264,2024-07
57,2024-07-13 08:05:00,108422.06996709481,108466.62164250972,44.551675414913916,0.04109096554643808,110234.4864119659,-1.6037311253479742,2024-07
58,2024-08-01 22:35:00,108466.62164250972,108466.62164250972,0.0,0.0,110234.4864119659,-1.6037311253479742,2024-08
59,2024-08-02 08:32:00,108466.62164250972,107926.96564143957,-539.6560010701505,-0.4975318608601811,110234.4864119659,-2.0932839128970175,2024-08
60,2024-08-02 11:08:00,107926.96564143957,107926.96564143957,0.0,0.0,110234.4864119659,-2.0932839128970175,2024-08
61,2024-08-02 16:42:00,107926.96564143957,108186.62060850191,259.65496706233534,0.2405839592720268,110234.4864119659,-1.857736058941443,2024-08
62,2024-08-03 13:07:00,108186.62060850191,108186.62060850191,0.0,0.0,110234.4864119659,-1.857736058941443,2024-08
63,2024-08-03 14:14:00,108186.62060850191,107895.20013679509,-291.42047170682054,-0.26936831011793255,110234.4864119659,-2.1221002168309533,2024-08
64,2024-08-04 15:12:00,107895.20013679509,107895.20013679509,0.0,0.0,110234.4864119659,-2.1221002168309533,2024-08
65,2024-08-05 01:34:00,107895.20013679509,107842.23996156412,-52.96017523096816,-0.04908482969012757,110234.4864119659,-2.1701434172437954,2024-08
66,2024-08-10 18:11:00,107842.23996156412,107842.23996156412,0.0,0.0,110234.4864119659,-2.1701434172437954,2024-08
