year_month,mdd
2024-01,0.0
2024-02,0.0
2024-03,-0.244554102211366
2024-04,0.0
2024-05,-0.2833721952744317
2024-06,-0.02889758941029076
2024-07,-1.496956856573681
2024-08,-0.04116359714486146
2024-09,-5.606324971016168
2024-10,-0.3404297842756059
2024-11,-1.5259451506875537
2024-12,-2.551754317374739
2025-01,-1.3565310369564305
2025-02,-0.6587336677397029
2025-03,-2.523173102079881
2025-04,-0.6489482596653856
2025-05,-0.7548425393234326
