,Weights,Mean Return,Sharpe Ratio,Max Drawdown,Final Return
0,0.25_0.32_0.42,0.4274699507561,3.6402648214623796,11.527751671014705,74.80724138231749
1,0.33_0.33_0.33,0.4602311085714286,3.591896768508611,12.33487533333333,80.54044400000002
2,0.50_0.25_0.25,0.4867578957142856,3.2735300403254857,11.885498000000005,85.18263175000003
3,0.25_0.50_0.25,0.49679092142857134,3.472745016885397,16.957123250000002,86.93841124999999
4,0.25_0.25_0.50,0.3971445085714285,3.5926936628265405,11.01511225,69.50028899999995
