year_month,month_total_seconds,month_position_seconds,month_position_ratio
2024-11,2591999.0,1933200.0,74.5833621077786
2024-12,2678399.0,2386800.0,89.11293649676541
2025-01,2678399.0,2678400.0,100.00003733573676
2025-02,2419199.0,2419200.0,100.00004133599592
2025-03,2678399.0,2084400.0,77.82260970079514
