Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period_Cumulative_PnL
VANAUSDT,Long,6.638 USDT,"3,012.95","19,999.96 USDT",737.22 USDT,3.69 %,03/17/2025 04:54 UTC,03/17/2025 09:15 UTC,4.96 % 6.97 USDT,-1.76 % 6.52 USDT,2025-03-17 04:54:00,2025-03-17 09:15:00,2025-03-17 13:54:00,2025-03-17 18:15:00,2025-03-17 13:54 KST,2025-03-17 18:15 KST,737.22,1,737.22,19999.96,19999.96,481751.63999999984,481751.63999999984
BNBUSDT,Long,635.855 USDT,"1,575.22","1,001,611.38 USDT",-74.29 USDT,-0.01 %,03/17/2025 05:17 UTC,03/17/2025 11:10 UTC,1.22 % 643.59 USDT,-0.46 % 632.90 USDT,2025-03-17 05:17:00,2025-03-17 11:10:00,2025-03-17 14:17:00,2025-03-17 20:10:00,2025-03-17 14:17 KST,2025-03-17 20:10 KST,74.29,-1,-74.29,1001611.38,1001611.38,481677.34999999986,481677.34999999986
1000CHEEMSUSDT,Long,0.001 USDT,"19,060,848","21,000.12 USDT",705.00 USDT,3.36 %,03/17/2025 07:17 UTC,03/17/2025 09:15 UTC,6.69 % 0.00 USDT,-3.20 % 0.00 USDT,2025-03-17 07:17:00,2025-03-17 09:15:00,2025-03-17 16:17:00,2025-03-17 18:15:00,2025-03-17 16:17 KST,2025-03-17 18:15 KST,705.0,1,705.0,21000.12,21000.12,482382.34999999986,482382.34999999986
TRUMPUSDT,Long,11.451 USDT,"8,726.14","99,919.14 USDT",-919.70 USDT,-0.92 %,03/17/2025 09:12 UTC,03/17/2025 12:20 UTC,0.75 % 11.54 USDT,-1.07 % 11.33 USDT,2025-03-17 09:12:00,2025-03-17 12:20:00,2025-03-17 18:12:00,2025-03-17 21:20:00,2025-03-17 18:12 KST,2025-03-17 21:20 KST,919.7,-1,-919.7,99919.14,99919.14,481462.64999999985,481462.64999999985
BTCUSDT,Short,"83,466.636 USDT",11.968,"998,928.70 USDT","-4,652.94 USDT",-0.47 %,03/17/2025 11:50 UTC,03/17/2025 12:19 UTC,,"-0.09 % 83,542 USDT",2025-03-17 11:50:00,2025-03-17 12:19:00,2025-03-17 20:50:00,2025-03-17 21:19:00,2025-03-17 20:50 KST,2025-03-17 21:19 KST,4652.94,-1,-4652.94,998928.7,998928.7,476809.70999999985,476809.70999999985
BNBUSDT,Long,630.51 USDT,797.18,"502,629.95 USDT","1,475 USDT",0.29 %,03/17/2025 12:28 UTC,03/17/2025 14:40 UTC,0.79 % 635.49 USDT,-0.95 % 624.53 USDT,2025-03-17 12:28:00,2025-03-17 14:40:00,2025-03-17 21:28:00,2025-03-17 23:40:00,2025-03-17 21:28 KST,2025-03-17 23:40 KST,1475.0,1,1475.0,502629.95,502629.95,478284.70999999985,478284.70999999985
ARCUSDT,Long,0.062 USDT,"639,737","39,802.09 USDT","-1,863.42 USDT",-4.68 %,03/17/2025 12:42 UTC,03/18/2025 01:42 UTC,9.47 % 0.07 USDT,-4.98 % 0.06 USDT,2025-03-17 12:42:00,2025-03-18 01:42:00,2025-03-17 21:42:00,2025-03-18 10:42:00,2025-03-17 21:42 KST,2025-03-18 10:42 KST,1863.42,-1,-1863.42,39802.09,39802.09,476421.28999999986,476421.28999999986
BMTUSDT,Long,0.145 USDT,"68,754","10,000.29 USDT",416.69 USDT,4.17 %,03/17/2025 14:08 UTC,03/17/2025 14:21 UTC,8.90 % 0.16 USDT,-0.10 % 0.15 USDT,2025-03-17 14:08:00,2025-03-17 14:21:00,2025-03-17 23:08:00,2025-03-17 23:21:00,2025-03-17 23:08 KST,2025-03-17 23:21 KST,416.69,1,416.69,10000.29,10000.29,476837.97999999986,476837.97999999986
1000CHEEMSUSDT,Long,0.001 USDT,"813,253",999.08 USDT,18.18 USDT,1.82 %,03/17/2025 14:12 UTC,03/17/2025 16:42 UTC,5.66 % 0.00 USDT,-5.19 % 0.00 USDT,2025-03-17 14:12:00,2025-03-17 16:42:00,2025-03-17 23:12:00,2025-03-18 01:42:00,2025-03-17 23:12 KST,2025-03-18 01:42 KST,18.18,1,18.18,999.08,999.08,476856.15999999986,476856.15999999986
MUBARAKUSDT,Short,0.134 USDT,"448,213","-59,880.92 USDT","-2,009.10 USDT",-3.36 %,03/17/2025 14:28 UTC,03/17/2025 14:56 UTC,,-8.24 % 0.15 USDT,2025-03-17 14:28:00,2025-03-17 14:56:00,2025-03-17 23:28:00,2025-03-17 23:56:00,2025-03-17 23:28 KST,2025-03-17 23:56 KST,2009.1,-1,-2009.1,-59880.92,59880.92,474847.0599999999,474847.0599999999
