Total Return (%),Annualized Return (%),Max Drawdown (%),Volatility (%),Sharpe Ratio,Calmar Ratio,Win Rate (%),Trading Days,Portfolio,Weights
162.80078549999982,57.905622784054266,8.723664318392668,22.18701130333373,2.6098883708304417,6.637763750488207,25.75187969924812,533,hummusXBT,hummusXBT Only
116.97041499999995,31.848433119231913,29.32058854408185,31.80095933412917,1.001492841288338,1.0862139779817035,24.822695035460992,706,Panic,Panic Only
138.65755699999985,229.14537818008122,16.879929630702893,41.766020963817105,5.486406722311309,13.575019753831725,27.322404371584703,184,Cyborg0578,Cyborg0578 Only
,,11.087354183032348,26.783079349254475,,,53.80434782608695,706,Sharpe Optimal Portfolio,0.33:0.33:0.33
,,11.087354183032348,26.783079349254475,,,53.80434782608695,706,Calmar Optimal Portfolio,0.33:0.33:0.33
