year_month,mdd
2024-01,0.0
2024-02,0.0
2024-03,-0.30348543050277466
2024-04,0.0
2024-05,-0.7055416600359224
2024-06,-0.052543741428956195
2024-07,-1.6716101350295807
2024-08,-0.15649080688030306
2024-09,-5.757972309130045
2024-10,-0.3727697615189636
2024-11,-1.5749662475924298
2024-12,-2.8343329815618725
2025-01,-1.4333814799509892
2025-02,-0.6666526120890839
2025-03,-2.527981515623852
2025-04,-0.6694760828577564
2025-05,-0.7756498679103633
