time,capital
2024-09-04 19:10:00,112958.18832770408
2024-09-04 19:30:00,107288.88449067362
2024-09-04 23:15:00,107387.6348971465
2024-09-05 22:44:00,107387.6348971465
2024-09-05 23:30:00,107340.26018100926
2024-09-06 09:28:00,107340.26018100926
2024-09-06 21:48:00,107340.26018100926
2024-09-06 23:25:00,106283.61621964164
2024-09-10 18:04:00,107426.05794652725
2024-09-11 21:04:00,107426.05794652725
2024-09-13 02:25:00,108085.92756027314
2024-09-13 09:16:00,108085.92756027314
2024-09-14 20:47:00,108369.89551011805
2024-09-17 08:29:00,108369.89551011805
2024-09-18 07:42:00,108462.8515059746
2024-09-19 03:00:00,108462.8515059746
2024-09-19 13:30:00,108948.77405568805
2024-09-21 18:01:00,108948.77405568805
2024-09-26 11:27:00,108835.3540233922
2024-09-26 12:08:00,108835.3540233922
2024-09-27 20:25:00,109917.24717881704
2024-09-28 00:54:00,109917.24717881704
2024-09-29 03:09:00,109781.24861495744
2024-09-29 04:53:00,109781.24861495744
2024-09-29 07:28:00,109781.24861495744
2024-09-30 18:00:00,109781.24861495744
2024-09-30 19:55:00,109745.87189647411
2024-09-30 19:56:00,109706.7182235498
2024-09-30 19:59:00,109679.25839726315
2024-09-30 23:03:00,109849.29402460987
2024-10-01 15:32:00,109849.29402460987
2024-10-01 16:02:00,109847.63887658846
2024-10-01 22:20:00,109920.84724015136
2024-10-01 22:26:00,109596.1396740301
2024-10-01 23:00:00,109596.1396740301
2024-10-01 23:27:00,109596.1396740301
2024-10-02 00:06:00,109475.6328998843
2024-10-02 02:28:00,109475.6328998843
2024-10-02 02:32:00,109475.6328998843
2024-10-02 04:13:00,109538.42773532012
2024-10-02 06:50:00,109538.42773532012
2024-10-02 06:51:00,109538.42773532012
2024-10-02 13:42:00,109614.7527170048
2024-10-02 13:43:00,109608.4592067136
2024-10-02 20:39:00,109608.4592067136
2024-10-02 22:01:00,109608.4592067136
2024-10-02 22:40:00,109523.76493175482
2024-10-03 04:10:00,109523.76493175482
2024-10-03 04:18:00,109523.76493175482
2024-10-03 04:21:00,109523.76493175482
2024-10-03 04:23:00,109523.76493175482
2024-10-04 13:27:00,109481.6210237047
2024-10-05 00:06:00,109648.9284934716
2024-10-05 11:34:00,110097.32227271044
2024-10-05 14:13:00,110097.32227271044
2024-10-06 02:08:00,110097.32227271044
2024-10-06 02:10:00,110047.10009128498
2024-10-06 20:32:00,110047.10009128498
2024-10-06 23:35:00,110047.10009128498
2024-10-07 06:49:00,110059.64140392822
2024-10-07 13:15:00,110059.64140392822
2024-10-07 17:11:00,110059.64140392822
2024-10-07 17:12:00,110059.64140392822
2024-10-07 19:25:00,109765.1996921464
2024-10-07 19:27:00,109693.1607057955
2024-10-08 00:24:00,109693.1607057955
2024-10-08 19:15:00,109693.1607057955
2024-10-09 09:35:00,109533.54792492952
2024-10-10 05:41:00,109533.54792492952
2024-10-10 09:52:00,109533.54792492952
2024-10-11 03:04:00,109533.54792492952
2024-10-11 19:06:00,109533.54792492952
2024-10-11 19:07:00,109533.54792492952
2024-10-11 19:08:00,109533.54792492952
2024-10-12 09:34:00,109834.04751261702
2024-10-14 18:46:00,110291.75015200354
2024-10-14 21:39:00,110291.75015200354
2024-10-15 04:47:00,110940.41507309677
2024-10-15 08:28:00,111863.32040111056
2024-10-15 09:14:00,113204.20646016613
2024-10-15 09:16:00,113917.20478086348
2024-10-15 20:28:00,113914.04360943468
2024-10-15 20:32:00,114002.63355033685
2024-10-16 00:05:00,116123.5103851222
2024-10-20 23:06:00,116167.20370609104
2024-10-25 01:24:00,116167.20370609104
2024-10-25 17:55:00,126476.37364002632
2024-10-25 17:59:00,126476.37364002632
2024-10-25 23:39:00,126474.73839349576
2024-10-26 03:05:00,126474.73839349576
2024-10-26 04:29:00,126634.03086742845
2024-10-26 14:32:00,126634.03086742845
2024-10-26 14:42:00,126634.03086742845
2024-10-26 14:44:00,126634.03086742845
2024-10-26 19:28:00,126634.03086742845
2024-10-26 20:04:00,126634.03086742845
2024-10-28 06:17:00,126793.91032071935
2024-10-28 06:18:00,127119.68207393924
2024-10-28 06:19:00,128148.87660114716
2024-10-28 06:21:00,128114.07395539392
2024-10-29 16:27:00,128114.07395539392
2024-10-29 18:29:00,129356.70399604086
2024-10-29 18:30:00,129356.70399604086
2024-10-30 01:56:00,129356.70399604086
2024-11-01 01:07:00,129356.70399604086
2024-11-02 05:09:00,129356.70399604086
2024-11-04 00:35:00,130697.65538962942
2024-11-04 21:12:00,130697.65538962942
2024-11-04 22:58:00,130607.75929742982
2024-11-05 00:53:00,130607.75929742982
2024-11-05 14:26:00,130607.75929742982
2024-11-06 04:59:00,130607.75929742982
2024-11-06 06:11:00,130695.43954817686
2024-11-06 08:55:00,130738.86503275616
2024-11-06 17:23:00,130738.86503275616
2024-11-06 17:56:00,130788.5143120799
2024-11-07 04:38:00,130788.5143120799
2024-11-07 15:07:00,130788.5143120799
2024-11-07 15:08:00,130788.5143120799
2024-11-07 15:10:00,130788.5143120799
2024-11-07 15:17:00,134086.42924889195
2024-11-09 16:53:00,134086.42924889195
2024-11-10 20:24:00,134086.42924889195
2024-11-10 22:50:00,134086.42924889195
2024-11-11 15:04:00,134086.42924889195
2024-11-12 22:21:00,134079.7138738082
2024-11-13 01:15:00,133315.5396052999
2024-11-13 01:17:00,132859.9252911343
2024-11-13 01:18:00,132779.63714878928
2024-11-13 01:21:00,132602.79868942208
2024-11-13 07:59:00,132602.79868942208
2024-11-14 11:42:00,133272.11760701463
2024-11-14 23:41:00,133502.65242877978
2024-11-15 02:11:00,133502.65242877978
2024-11-15 10:10:00,133502.65242877978
2024-11-16 00:08:00,141116.75963159534
2024-11-16 17:06:00,141077.54744029325
2024-11-18 11:28:00,141077.54744029325
2024-11-18 14:40:00,141077.54744029325
2024-11-18 18:52:00,141077.54744029325
2024-11-18 22:59:00,140830.22826981
2024-11-19 01:02:00,142502.12971269715
2024-11-19 01:11:00,142502.12971269715
2024-11-19 01:47:00,142533.21935456552
2024-11-19 07:13:00,143110.44083371604
2024-11-19 08:01:00,143110.44083371604
2024-11-19 09:23:00,143186.21200669374
2024-11-20 13:07:00,143186.21200669374
2024-11-21 10:43:00,143186.21200669374
2024-11-21 21:33:00,143186.21200669374
2024-11-21 21:34:00,143186.21200669374
2024-11-22 00:11:00,143146.9797191832
2024-11-22 00:12:00,142991.41456603157
2024-11-22 01:50:00,142991.41456603157
2024-11-22 04:00:00,142991.41456603157
2024-11-22 04:01:00,142991.41456603157
2024-11-22 04:02:00,142991.41456603157
2024-11-22 04:03:00,142991.31819208714
2024-11-22 04:39:00,142712.8486807169
2024-11-22 20:24:00,142712.8486807169
2024-11-22 22:05:00,142712.8486807169
2024-11-22 22:26:00,142416.60759719842
2024-11-22 23:56:00,142179.57720185234
2024-11-22 23:58:00,142095.92761025165
2024-11-23 17:20:00,142095.92761025165
2024-11-23 17:29:00,142095.92761025165
2024-11-23 19:18:00,142095.92761025165
2024-11-24 00:26:00,142095.92761025165
2024-11-24 01:16:00,141986.15575939824
2024-11-24 01:20:00,141807.06978340357
2024-11-24 06:44:00,141807.06978340357
2024-11-24 20:18:00,141598.43903281537
2024-11-24 20:33:00,141528.85262870524
2024-11-24 21:33:00,140962.25789677977
2024-11-24 22:26:00,140962.25789677977
2024-11-24 22:30:00,140962.25789677977
2024-11-25 00:16:00,140962.25789677977
2024-11-25 09:06:00,140962.25789677977
2024-11-25 10:20:00,140962.25789677977
2024-11-25 10:25:00,148588.86318226153
2024-11-25 10:43:00,148588.8462042774
2024-11-25 11:51:00,148588.8462042774
2024-11-25 13:30:00,148599.66397618572
2024-11-25 20:53:00,148245.3108185031
2024-11-25 22:11:00,148522.08055455238
2024-11-25 22:14:00,147996.31415313692
2024-11-25 22:27:00,147589.23151440528
2024-11-25 22:29:00,147589.23151440528
2024-11-25 22:59:00,147527.85079132405
2024-11-26 01:17:00,147527.85079132405
2024-11-26 01:27:00,147527.85079132405
2024-11-26 01:28:00,147527.85079132405
2024-11-26 02:44:00,146849.68227975612
2024-11-26 02:46:00,146342.34517397586
2024-11-26 02:47:00,146192.05014987677
2024-11-26 02:55:00,146187.74527415467
2024-11-26 02:56:00,146186.51899755828
2024-11-26 08:00:00,146186.51899755828
2024-11-26 09:20:00,163773.3372041
2024-11-26 09:38:00,163802.0818017157
2024-11-26 20:28:00,163802.0818017157
2024-11-26 23:30:00,163802.0818017157
2024-11-27 00:57:00,163802.0818017157
2024-11-27 00:59:00,164477.22309955396
2024-11-27 01:11:00,164477.22309955396
2024-11-27 01:12:00,164477.22309955396
2024-11-27 03:34:00,164379.92037969964
2024-11-27 03:35:00,164193.26797773852
2024-11-27 04:27:00,164193.26797773852
2024-11-27 05:40:00,164193.26797773852
2024-11-27 05:48:00,164193.26797773852
2024-11-27 05:58:00,164192.18173110925
2024-11-27 08:55:00,164184.9867831984
2024-11-27 18:48:00,164184.9867831984
2024-11-27 19:43:00,164184.9867831984
2024-11-27 19:46:00,164176.09878412233
2024-11-27 19:49:00,164194.1927912908
2024-11-27 19:58:00,164289.76883990498
2024-11-27 20:24:00,164054.67926351502
2024-11-27 21:36:00,163445.44602141943
2024-11-29 19:43:00,163445.44602141943
2024-11-29 20:00:00,163445.44602141943
2024-11-30 09:30:00,164434.74433411894
2024-11-30 09:53:00,164502.13110201564
2024-11-30 10:02:00,167311.10813764768
2024-11-30 10:03:00,167374.1534024542
2024-11-30 10:18:00,167649.08445772645
2024-11-30 10:35:00,169490.36724171846
2024-11-30 21:28:00,169490.36724171846
2024-11-30 21:51:00,169490.36724171846
2024-12-01 15:09:00,169490.36724171846
2024-12-02 00:37:00,169490.36724171846
2024-12-02 00:40:00,169484.5191357924
2024-12-02 00:53:00,169484.5191357924
2024-12-02 08:22:00,169630.0583954922
2024-12-02 08:25:00,169675.86960862548
2024-12-02 11:13:00,169509.64600272386
2024-12-02 12:21:00,169509.64600272386
2024-12-02 12:29:00,169509.64600272386
2024-12-02 12:46:00,169484.7703739576
2024-12-02 12:48:00,169390.20139184632
2024-12-02 19:21:00,169161.17364663488
2024-12-02 21:54:00,168382.5374957459
2024-12-02 21:56:00,167977.53995315242
2024-12-03 00:15:00,167977.53995315242
2024-12-03 00:17:00,167977.53995315242
2024-12-03 03:01:00,167289.95821685702
2024-12-03 03:02:00,166990.10817842183
2024-12-03 03:29:00,166990.10817842183
2024-12-03 06:53:00,166980.39762071625
2024-12-03 09:58:00,166980.39762071625
2024-12-03 11:21:00,166980.39762071625
2024-12-03 11:39:00,166882.59236837414
2024-12-03 11:55:00,166882.59236837414
2024-12-03 20:00:00,166870.30717199008
2024-12-03 21:42:00,166870.30717199008
2024-12-03 22:36:00,166870.30717199008
2024-12-03 22:53:00,166870.30717199008
2024-12-03 23:40:00,166870.30717199008
2024-12-04 00:02:00,167275.70246890982
2024-12-04 01:06:00,167514.7961946937
2024-12-04 01:19:00,167343.05689908733
2024-12-04 01:42:00,167343.05689908733
2024-12-04 06:15:00,167343.05689908733
2024-12-04 06:16:00,167335.4969473324
2024-12-04 08:35:00,167335.4969473324
2024-12-04 08:52:00,167335.4969473324
2024-12-04 08:58:00,167335.4969473324
2024-12-04 09:24:00,167335.4969473324
2024-12-04 09:26:00,167335.4969473324
2024-12-04 10:01:00,167335.4969473324
2024-12-04 10:29:00,167335.4969473324
2024-12-04 11:51:00,167335.4969473324
2024-12-04 12:54:00,167461.4678649602
2024-12-04 13:20:00,167461.4678649602
2024-12-04 13:59:00,167372.98206513206
2024-12-04 15:34:00,167372.98206513206
