year_month,month_total_seconds,month_position_seconds,month_position_ratio
2024-10,2678399.0,2268000.0,84.67745096977708
2024-11,2591999.0,2322000.0,89.58336789481785
2024-12,2678399.0,2422800.0,90.45702302009522
2025-01,2678399.0,1324800.0,49.462384058536465
2025-02,2419199.0,687600.0,28.422630796391697
2025-03,2678399.0,421200.0,15.725812322958605
2025-04,2591999.0,1123200.0,43.33335005144678
2025-05,2678399.0,316800.0,11.827961405302197
