year_month,month_total_seconds,month_position_seconds,month_position_ratio
2024-10,2678399.0,28800.0,1.075269218663836
2024-11,2591999.0,2556000.0,98.61114915553594
2024-12,2678399.0,1832400.0,68.41400403748658
2025-01,2678399.0,536400.0,20.026889197613947
2025-02,2419199.0,687600.0,28.422630796391697
2025-03,2678399.0,2109600.0,78.763470267126
2025-04,2591999.0,946800.0,36.52779187029007
