year_month,mdd
2024-01,0.0
2024-02,0.0
2024-03,-0.4179593263885055
2024-04,0.0
2024-05,-1.1234364521000553
2024-06,-0.07615494143015991
2024-07,-1.8442747525863132
2024-08,-0.2709886658980786
2024-09,-5.90888735635418
2024-10,-0.5120690822837928
2024-11,-1.6239235769834393
2024-12,-3.115675798466916
2025-01,-1.5100222679362265
2025-02,-0.7243277571074717
2025-03,-2.5327883606767663
2025-04,-0.6899778930278359
2025-05,-0.7964271036495647
