time,capital
2024-09-04 19:10:00,102487.11413954353
2024-09-04 19:30:00,97028.57908529244
2024-09-04 23:15:00,97041.26245165072
2024-09-05 22:44:00,97041.26245165072
2024-09-05 23:30:00,96894.51463920755
2024-09-06 09:28:00,96894.51463920755
2024-09-06 21:48:00,96894.51463920755
2024-09-06 23:25:00,95819.97867976912
2024-09-10 18:04:00,96699.37833870972
2024-09-11 21:04:00,96699.37833870972
2024-09-13 02:25:00,97215.89492366216
2024-09-13 09:16:00,97215.89492366216
2024-09-14 20:47:00,97448.00721767465
2024-09-17 08:29:00,97448.00721767465
2024-09-18 07:42:00,97508.50293951796
2024-09-19 03:00:00,97508.50293951796
2024-09-19 13:30:00,97770.64300480144
2024-09-21 18:01:00,97770.64300480144
2024-09-26 11:27:00,97274.02260402338
2024-09-26 12:08:00,97274.02260402338
2024-09-27 20:25:00,97835.17771327557
2024-09-28 00:54:00,97835.17771327557
2024-09-29 03:09:00,97375.10648605788
2024-09-29 04:53:00,97375.10648605788
2024-09-29 07:28:00,97375.10648605788
2024-09-30 18:00:00,97375.10648605788
2024-09-30 19:55:00,97340.61827556611
2024-09-30 19:56:00,97297.73779307416
2024-09-30 19:59:00,97256.35102548564
2024-09-30 23:03:00,97400.70891344456
2024-10-01 15:32:00,97400.70891344456
2024-10-01 16:02:00,97395.1085917522
2024-10-01 22:20:00,97444.25099231453
2024-10-01 22:26:00,97073.56703404326
2024-10-01 23:00:00,97073.56703404326
2024-10-01 23:27:00,97073.56703404326
2024-10-02 00:06:00,96924.57508960464
2024-10-02 02:28:00,96924.57508960464
2024-10-02 02:32:00,96924.57508960464
2024-10-02 04:13:00,96917.5523931163
2024-10-02 06:50:00,96917.5523931163
2024-10-02 06:51:00,96917.5523931163
2024-10-02 13:42:00,96935.69304471547
2024-10-02 13:43:00,96921.85918636712
2024-10-02 20:39:00,96921.85918636712
2024-10-02 22:01:00,96921.85918636712
2024-10-02 22:40:00,96793.72288090228
2024-10-03 04:10:00,96793.72288090228
2024-10-03 04:18:00,96793.72288090228
2024-10-03 04:21:00,96793.72288090228
2024-10-03 04:23:00,96793.72288090228
2024-10-04 13:27:00,96750.26459226168
