liquidity_status,<-10%,-10%~-5%,-5%~0%,0%~5%,5%~10%,>10%
low,3.614457831325301,15.66265060240964,31.32530120481928,25.301204819277107,12.048192771084338,12.048192771084338
normal,2.013422818791946,8.724832214765101,32.88590604026846,33.557046979865774,13.422818791946309,9.395973154362416
