liquidity_status,position_size_category,거래 횟수,총 수익(USDT),평균 수익률(%),ROI(%)
low,100만 이상,9,104444.44999999998,0.7600000000000002,0.9198484970150373
low,10만~50만,40,-36941.84999999999,-0.33374999999999994,-0.2902716729794319
low,50만~100만,31,272220.32,1.3641935483870968,1.3118975488852018
low,5만~10만,3,45644.31,18.72666666666667,18.734475177419945
normal,100만 이상,59,1567975.78,1.6532203389830507,1.7137625796780669
normal,10만~50만,36,145196.97,1.6083333333333332,1.0962153848528218
normal,50만~100만,54,403371.41,1.2233333333333334,1.0311111938876072
