time,capital
2024-09-04 19:10:00,107565.91825093364
2024-09-04 19:30:00,102001.12035195388
2024-09-04 23:15:00,102054.67915289276
2024-09-05 22:44:00,102054.67915289276
2024-09-05 23:30:00,101954.911780418
2024-09-06 09:28:00,101954.911780418
2024-09-06 21:48:00,101954.911780418
2024-09-06 23:25:00,100887.64107700216
2024-09-10 18:04:00,101892.62692944032
2024-09-11 21:04:00,101892.62692944032
2024-09-13 02:25:00,102477.64494945816
2024-09-13 09:16:00,102477.64494945816
2024-09-14 20:47:00,102734.5948168006
2024-09-17 08:29:00,102734.5948168006
2024-09-18 07:42:00,102810.54025164424
2024-09-19 03:00:00,102810.54025164424
2024-09-19 13:30:00,103178.7821088596
2024-09-21 18:01:00,103178.7821088596
2024-09-26 11:27:00,102861.70280972596
2024-09-26 12:08:00,102861.70280972596
2024-09-27 20:25:00,103668.288002084
2024-09-28 00:54:00,103668.288002084
2024-09-29 03:09:00,103359.4221924984
2024-09-29 04:53:00,103359.4221924984
2024-09-29 07:28:00,103359.4221924984
2024-09-30 18:00:00,103359.4221924984
2024-09-30 19:55:00,103324.46451207613
2024-09-30 19:56:00,103283.27376947516
2024-09-30 19:59:00,103248.37640736606
2024-09-30 23:03:00,103405.03456497134
2024-10-01 15:32:00,103405.03456497134
2024-10-01 16:02:00,103401.28247081558
2024-10-01 22:20:00,103461.82079507165
2024-10-01 22:26:00,103112.10011928668
2024-10-01 23:00:00,103112.10011928668
2024-10-01 23:27:00,103112.10011928668
2024-10-02 00:06:00,102976.25067625933
2024-10-02 02:28:00,102976.25067625933
2024-10-02 02:32:00,102976.25067625933
2024-10-02 04:13:00,103001.98644446077
2024-10-02 06:50:00,103001.98644446077
2024-10-02 06:51:00,103001.98644446077
2024-10-02 13:42:00,103047.469755256
2024-10-02 13:43:00,103037.15731735987
2024-10-02 20:39:00,103037.15731735987
2024-10-02 22:01:00,103037.15731735987
2024-10-02 22:40:00,102929.18954726958
2024-10-03 04:10:00,102929.18954726958
2024-10-03 04:18:00,102929.18954726958
2024-10-03 04:21:00,102929.18954726958
2024-10-03 04:23:00,102929.18954726958
2024-10-04 13:27:00,102886.27920979212
2024-10-05 00:06:00,103032.46695730496
2024-10-05 11:34:00,103384.78581006391
2024-10-05 14:13:00,103384.78581006391
2024-10-06 02:08:00,103384.78581006391
2024-10-06 02:10:00,103333.72857458884
2024-10-06 20:32:00,103333.72857458884
2024-10-06 23:35:00,103333.72857458884
2024-10-07 06:49:00,103310.06622021813
2024-10-07 13:15:00,103310.06622021813
2024-10-07 17:11:00,103310.06622021813
2024-10-07 17:12:00,103310.06622021813
2024-10-07 19:25:00,102990.33604056136
2024-10-07 19:27:00,102917.05735173296
2024-10-08 00:24:00,102917.05735173296
2024-10-08 19:15:00,102917.05735173296
2024-10-09 09:35:00,102457.72396387949
2024-10-10 05:41:00,102457.72396387949
2024-10-10 09:52:00,102457.72396387949
2024-10-11 03:04:00,102457.72396387949
2024-10-11 19:06:00,102457.72396387949
2024-10-11 19:07:00,102457.72396387949
2024-10-11 19:08:00,102457.72396387949
2024-10-12 09:34:00,102667.8324981402
2024-10-14 18:46:00,103084.32794139674
2024-10-14 21:39:00,103084.32794139674
2024-10-15 04:47:00,103679.36662482323
2024-10-15 08:28:00,104519.52111992096
2024-10-15 09:14:00,105750.19021479283
2024-10-15 09:16:00,106405.60880369337
2024-10-15 20:28:00,106399.7580717306
2024-10-15 20:32:00,106480.16933949204
2024-10-16 00:05:00,108374.30244184563
2024-10-20 23:06:00,108411.54107497436
2024-10-25 01:24:00,108411.54107497436
2024-10-25 17:55:00,117219.8965356534
2024-10-25 17:59:00,117219.8965356534
2024-10-25 23:39:00,117215.84153358548
2024-10-26 03:05:00,117215.84153358548
2024-10-26 04:29:00,117352.67497347656
