Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
BTCUSDT,Short,"65,996.969 USDT",63.117,"4,165,530.71 USDT","-13,739.74 USDT",-0.33 %,04/03/2024 02:01 UTC,04/03/2024 03:51 UTC,"0.31 % 65,790 USDT","-0.19 % 66,125 USDT"
SOLUSDT,Short,184.691 USDT,"5,000","923,455.86 USDT","-12,387.37 USDT",-1.34 %,04/03/2024 01:52 UTC,04/03/2024 03:35 UTC,,-1.12 % 186.79 USDT
ETHUSDT,Short,"3,244.433 USDT","1,539.37","-4,994,383.15 USDT","-119,835.77 USDT",-2.40 %,04/02/2024 16:13 UTC,04/03/2024 03:18 UTC,"0.83 % 3,217 USDT","-2.06 % 3,312 USDT"
BTCUSDT,Short,"65,698.517 USDT",106.869,"-7,021,134.78 USDT","-52,146.77 USDT",-0.74 %,04/02/2024 16:50 UTC,04/02/2024 19:40 UTC,"0.49 % 65,376 USDT","-0.63 % 66,112 USDT"
SOLUSDT,Short,179.637 USDT,"5,000","898,184.79 USDT","-14,324.04 USDT",-1.59 %,04/02/2024 16:38 UTC,04/02/2024 17:59 UTC,0.13 % 179.41 USDT,-1.34 % 182.08 USDT
BTCUSDT,Short,"65,304.436 USDT",119.042,"-7,773,970.68 USDT","-32,238.98 USDT",-0.41 %,04/02/2024 16:45 UTC,04/02/2024 16:49 UTC,,"-0.11 % 65,378 USDT"
WIFUSDT,Long,3.803 USDT,"193,860","737,328.47 USDT","-8,951.65 USDT",-1.21 %,04/02/2024 11:21 UTC,04/02/2024 13:22 UTC,3.68 % 3.94 USDT,-3.23 % 3.68 USDT
BTCUSDT,Long,"65,930.593 USDT",77.84,"5,132,037.35 USDT","-43,496.64 USDT",-0.85 %,04/02/2024 11:04 UTC,04/02/2024 11:20 UTC,,"-0.99 % 65,280 USDT"
WIFUSDT,Long,3.869 USDT,"136,113.5","526,584.10 USDT","12,718 USDT",2.42 %,04/02/2024 02:42 UTC,04/02/2024 02:47 UTC,2.62 % 3.97 USDT,
ETHUSDT,Long,"3,334.942 USDT","1,124.263","3,749,352.46 USDT","36,062 USDT",0.96 %,04/02/2024 02:39 UTC,04/02/2024 02:46 UTC,"1.15 % 3,373 USDT","-0.52 % 3,317 USDT"
BTCUSDT,Long,"68,904.694 USDT",29.672,"2,044,540.08 USDT","-25,763.86 USDT",-1.26 %,04/02/2024 02:26 UTC,04/02/2024 02:36 UTC,,"-1.73 % 67,712 USDT"
BTCUSDT,Long,"69,629.221 USDT",66.711,"4,645,034.99 USDT","-42,416.24 USDT",-0.91 %,04/01/2024 09:43 UTC,04/01/2024 14:52 UTC,"0.74 % 70,145 USDT","-1.26 % 68,751 USDT"
WIFUSDT,Long,4.463 USDT,"186,269.1","831,360.65 USDT","-50,519.78 USDT",-6.08 %,04/01/2024 02:38 UTC,04/01/2024 14:12 UTC,1.27 % 4.52 USDT,-6.89 % 4.16 USDT
