year_month,mdd
2024-01,0.0
2024-02,0.0
2024-03,-0.5744252077274733
2024-04,0.0
2024-05,-1.727651216324053
2024-06,-0.09973126685194367
2024-07,-2.0149844823097007
2024-08,-0.4773858752571354
2024-09,-6.059075940224753
2024-10,-0.7052165915499041
2024-11,-1.6728172638295635
2024-12,-3.3957900906774348
2025-01,-1.5864543119746606
2025-02,-0.8162999441390975
2025-03,-2.5375936380059225
2025-04,-0.7104537433556107
2025-05,-0.81717431164668
