period,time,start_capital,end_capital,change,change_pct,cumulative_max,drawdown,year_month
1,2024-01-24 04:02:00,100000.0,98640.65458751768,-1359.3454124823184,-1.3593454124823183,98640.65458751768,0.0,2024-01
2,2024-02-09 00:44:00,98640.65458751768,98640.65458751768,0.0,0.0,98640.65458751768,0.0,2024-02
3,2024-02-17 00:53:00,98640.65458751768,106683.33251275701,8042.677925239332,8.153512320930076,106683.33251275701,0.0,2024-02
4,2024-02-27 18:34:00,106683.33251275701,106683.33251275701,0.0,0.0,106683.33251275701,0.0,2024-02
5,2024-02-29 02:32:00,106683.33251275701,109381.69903380948,2698.366521052463,2.529323426159187,109381.69903380948,0.0,2024-02
6,2024-03-04 18:04:00,109381.69903380948,109381.69903380948,0.0,0.0,109381.69903380948,0.0,2024-03
7,2024-03-04 18:49:00,109381.69903380948,109144.32359606077,-237.37543774870574,-0.2170156798125195,109381.69903380948,-0.2170156798125195,2024-03
8,2024-03-14 02:52:00,109144.32359606077,109144.32359606077,0.0,0.0,109381.69903380948,-0.2170156798125195,2024-03
9,2024-03-15 04:56:00,109144.32359606077,108836.6983425791,-307.625253481674,-0.2818518117535677,109381.69903380948,-0.4982558289407463,2024-03
10,2024-03-18 01:37:00,108836.6983425791,108836.6983425791,0.0,0.0,109381.69903380948,-0.4982558289407463,2024-03
11,2024-03-18 02:55:00,108836.6983425791,108993.9459561158,157.24761353670328,0.1444803232102318,109381.69903380948,-0.35449538736258196,2024-03
12,2024-03-19 04:31:00,108993.9459561158,108993.9459561158,0.0,0.0,109381.69903380948,-0.35449538736258196,2024-03
13,2024-03-21 01:59:00,108993.9459561158,108993.9459561158,0.0,0.0,109381.69903380948,-0.35449538736258196,2024-03
14,2024-03-21 02:59:00,108993.9459561158,108421.74947291937,-572.1964831964287,-0.524980060293268,109381.69903380948,-0.8776144175575371,2024-03
15,2024-03-21 03:07:00,108421.74947291937,108421.74947291937,0.0,0.0,109381.69903380948,-0.8776144175575371,2024-03
16,2024-03-21 04:40:00,108421.74947291937,108192.27819299197,-229.47127992739843,-0.21164690760197866,109381.69903380948,-1.087403881384086,2024-03
17,2024-03-21 14:53:00,108192.27819299197,108581.21357126637,388.93537827440014,0.3594853392222893,109381.69903380948,-0.7318275996935066,2024-03
18,2024-03-23 15:36:00,108581.21357126637,108581.21357126637,0.0,0.0,109381.69903380948,-0.7318275996935066,2024-03
19,2024-03-28 00:02:00,108581.21357126637,108581.21357126637,0.0,0.0,109381.69903380948,-0.7318275996935066,2024-03
20,2024-03-28 01:35:00,108581.21357126637,108181.76107926508,-399.45249200129183,-0.3678836134384467,109381.69903380948,-1.097018939314061,2024-03
21,2024-04-03 18:33:00,108181.76107926508,108330.98768389021,149.22660462513159,0.13794063170758777,109381.69903380948,-0.960591542461315,2024-04
22,2024-04-14 14:08:00,108330.98768389021,108330.98768389021,0.0,0.0,109381.69903380948,-0.960591542461315,2024-04
23,2024-04-16 07:05:00,108330.98768389021,108953.11885420067,622.1311703104584,0.5742873609957632,109381.69903380948,-0.39182073728470135,2024-04
24,2024-05-04 22:47:00,108953.11885420067,108953.11885420067,0.0,0.0,109381.69903380948,-0.39182073728470135,2024-05
25,2024-05-05 00:05:00,108953.11885420067,107961.27136333048,-991.8474908701901,-0.9103433672215153,109381.69903380948,-1.298597190412947,2024-05
26,2024-05-10 10:00:00,107961.27136333048,107961.27136333048,0.0,0.0,109381.69903380948,-1.298597190412947,2024-05
27,2024-05-10 10:45:00,107961.27136333048,107172.16018290806,-789.1111804224201,-0.7309206074155636,109381.69903380948,-2.0200260833564627,2024-05
28,2024-05-13 21:40:00,107172.16018290806,107172.16018290806,0.0,0.0,109381.69903380948,-2.0200260833564627,2024-05
29,2024-05-13 22:41:00,107172.16018290806,106866.31330735634,-305.8468755517242,-0.2853790340977946,109381.69903380948,-2.299640386529051,2024-05
30,2024-05-15 12:11:00,106866.31330735634,106866.31330735634,0.0,0.0,109381.69903380948,-2.299640386529051,2024-05
31,2024-05-15 12:26:00,106866.31330735634,105953.10293738672,-913.2103699696163,-0.8545352990171448,109381.69903380948,-3.134524446692851,2024-05
32,2024-05-16 18:00:00,105953.10293738672,105953.10293738672,0.0,0.0,109381.69903380948,-3.134524446692851,2024-05
33,2024-05-28 21:35:00,105953.10293738672,105611.63279015994,-341.47014722677704,-0.32228423496815356,109381.69903380948,-3.446706603528091,2024-05
34,2024-05-29 00:53:00,105611.63279015994,105611.63279015994,0.0,0.0,109381.69903380948,-3.446706603528091,2024-05
35,2024-05-29 02:49:00,105611.63279015994,104995.8152223261,-615.8175678338448,-0.5830963422915869,109381.69903380948,-4.009705325684982,2024-05
36,2024-05-29 18:32:00,104995.8152223261,104995.8152223261,0.0,0.0,109381.69903380948,-4.009705325684982,2024-05
37,2024-06-14 19:07:00,104995.8152223261,97987.94224885314,-7007.872973472957,-6.674430746248272,109381.69903380948,-10.416511066841782,2024-06
38,2024-06-25 04:01:00,97987.94224885314,97987.94224885314,0.0,0.0,109381.69903380948,-10.416511066841782,2024-06
39,2024-06-26 08:34:00,97987.94224885314,98590.56953739036,602.6272885372164,0.6150014733514516,109381.69903380948,-9.865571290023224,2024-06
40,2024-06-29 13:18:00,98590.56953739036,98590.56953739036,0.0,0.0,109381.69903380948,-9.865571290023224,2024-06
41,2024-06-30 20:50:00,98590.56953739036,98422.71735105432,-167.85218633603654,-0.1702517665975941,109381.69903380948,-10.019026747214609,2024-06
42,2024-07-04 19:54:00,98422.71735105432,98422.71735105432,0.0,0.0,109381.69903380948,-10.019026747214609,2024-07
43,2024-07-06 01:42:00,98422.71735105432,98422.71735105432,0.0,0.0,109381.69903380948,-10.019026747214609,2024-07
44,2024-07-06 02:37:00,98422.71735105432,97701.86836961139,-720.848981442934,-0.7324010155824174,109381.69903380948,-10.678048309148952,2024-07
45,2024-07-06 03:05:00,97701.86836961139,97701.86836961139,0.0,0.0,109381.69903380948,-10.678048309148952,2024-07
46,2024-07-06 10:48:00,97701.86836961139,102531.62868264542,4829.7603130340285,4.943365355883254,109381.69903380948,-6.262537894064646,2024-07
47,2024-07-07 00:01:00,102531.62868264542,102531.62868264542,0.0,0.0,109381.69903380948,-6.262537894064646,2024-07
48,2024-07-07 11:01:00,102531.62868264542,103547.73041442392,1016.1017317785008,0.9910129633496079,109381.69903380948,-5.3335874930799,2024-07
49,2024-07-07 16:27:00,103547.73041442392,106218.55656815716,2670.8261537332437,2.5793188735706027,109381.69903380948,-2.8918388483567075,2024-07
50,2024-07-08 09:30:00,106218.55656815716,106218.55656815716,0.0,0.0,109381.69903380948,-2.8918388483567075,2024-07
51,2024-07-08 14:09:00,106218.55656815716,106218.55656815716,0.0,0.0,109381.69903380948,-2.8918388483567075,2024-07
52,2024-07-09 00:55:00,106218.55656815716,103546.40487378786,-2672.1516943692986,-2.5157107954622426,109381.69903380948,-5.334799341723469,2024-07
53,2024-07-09 02:48:00,103546.40487378786,103930.81869498207,384.4138211942045,0.37124786868531495,109381.69903380948,-4.983356801892941,2024-07
54,2024-07-09 10:02:00,103930.81869498207,103930.81869498207,0.0,0.0,109381.69903380948,-4.983356801892941,2024-07
55,2024-07-10 01:11:00,103930.81869498207,104047.49625845252,116.6775634704536,0.1122646438616835,109381.69903380948,-4.87668670579726,2024-07
56,2024-07-13 06:41:00,104047.49625845252,104047.49625845252,0.0,0.0,109381.69903380948,-4.87668670579726,2024-07
57,2024-07-13 08:05:00,104047.49625845252,104077.1371729635,29.6409145109792,0.028487869076014652,109381.69903380948,-4.84958810084524,2024-07
58,2024-08-01 22:35:00,104077.1371729635,104077.1371729635,0.0,0.0,109381.69903380948,-4.84958810084524,2024-08
59,2024-08-02 08:32:00,104077.1371729635,103326.88361960201,-750.2535533614864,-0.7208629808049548,109381.69903380948,-5.535492196309679,2024-08
60,2024-08-02 11:08:00,103326.88361960201,103326.88361960201,0.0,0.0,109381.69903380948,-5.535492196309679,2024-08
61,2024-08-02 16:42:00,103326.88361960201,103561.11895739876,234.235337796752,0.22669350859268103,109381.69903380948,-5.321347289194687,2024-08
62,2024-08-03 13:07:00,103561.11895739876,103561.11895739876,0.0,0.0,109381.69903380948,-5.321347289194687,2024-08
63,2024-08-03 14:14:00,103561.11895739876,103051.11009575288,-510.00886164588155,-0.4924713703177352,109381.69903380948,-5.78761254759796,2024-08
64,2024-08-04 15:12:00,103051.11009575288,103051.11009575288,0.0,0.0,109381.69903380948,-5.78761254759796,2024-08
65,2024-08-05 01:34:00,103051.11009575288,102973.45838189205,-77.65171386083239,-0.0753526223916269,109381.69903380948,-5.8586040521611045,2024-08
66,2024-08-10 18:11:00,102973.45838189205,102973.45838189205,0.0,0.0,109381.69903380948,-5.8586040521611045,2024-08
67,2024-08-12 03:39:00,102973.45838189205,102732.38127597347,-241.07710591857904,-0.23411577090526525,109381.69903380948,-6.079003907025365,2024-08
68,2024-08-16 10:39:00,102732.38127597347,102732.38127597347,0.0,0.0,109381.69903380948,-6.079003907025365,2024-08
69,2024-08-21 08:20:00,102732.38127597347,102487.11413954353,-245.26713642994582,-0.23874374698964335,109381.69903380948,-6.30323441230773,2024-08
70,2024-08-30 23:59:00,102487.11413954353,102487.11413954353,0.0,0.0,109381.69903380948,-6.30323441230773,2024-08
71,2024-09-04 19:10:00,102487.11413954353,102487.11413954353,0.0,0.0,109381.69903380948,-6.30323441230773,2024-09
72,2024-09-04 19:30:00,102487.11413954353,97028.57908529243,-5458.5350542511005,-5.326069623561568,109381.69903380948,-11.293589382533495,2024-09
73,2024-09-04 23:15:00,97028.57908529243,97041.26245165072,12.683366358294734,0.013071784084507196,109381.69903380948,-11.281993872068465,2024-09
74,2024-09-05 22:44:00,97041.26245165072,97041.26245165072,0.0,0.0,109381.69903380948,-11.281993872068465,2024-09
75,2024-09-05 23:30:00,97041.26245165072,96894.51463920757,-146.7478124431509,-0.15122207681115615,109381.69903380948,-11.416155083440572,2024-09
76,2024-09-06 09:28:00,96894.51463920757,96894.51463920757,0.0,0.0,109381.69903380948,-11.416155083440572,2024-09
77,2024-09-06 21:48:00,96894.51463920757,96894.51463920757,0.0,0.0,109381.69903380948,-11.416155083440572,2024-09
78,2024-09-06 23:25:00,96894.51463920757,95819.97867976913,-1074.5359594384354,-1.1089750162220569,109381.69903380948,-12.398527791974107,2024-09
79,2024-09-10 18:04:00,95819.97867976913,96699.37833870972,879.399658940587,0.9177623195675562,109381.69903380948,-11.594554488662402,2024-09
80,2024-09-11 21:04:00,96699.37833870972,96699.37833870972,0.0,0.0,109381.69903380948,-11.594554488662402,2024-09
81,2024-09-13 02:25:00,96699.37833870972,97215.89492366216,516.5165849524346,0.5341467482275095,109381.69903380948,-11.122339676207549,2024-09
82,2024-09-13 09:16:00,97215.89492366216,97215.89492366216,0.0,0.0,109381.69903380948,-11.122339676207549,2024-09
83,2024-09-14 20:47:00,97215.89492366216,97448.00721767465,232.11229401249147,0.23875961250447308,109381.69903380948,-10.910135718815422,2024-09
84,2024-09-17 08:29:00,97448.00721767465,97448.00721767465,0.0,0.0,109381.69903380948,-10.910135718815422,2024-09
85,2024-09-18 07:42:00,97448.00721767465,97508.50293951796,60.49572184331191,0.06207999893541127,109381.69903380948,-10.8548287320181,2024-09
86,2024-09-19 03:00:00,97508.50293951796,97508.50293951796,0.0,0.0,109381.69903380948,-10.8548287320181,2024-09
87,2024-09-19 13:30:00,97508.50293951796,97770.64300480144,262.14006528348546,0.2688381601408487,109381.69903380948,-10.61517249372685,2024-09
88,2024-09-21 18:01:00,97770.64300480144,97770.64300480144,0.0,0.0,109381.69903380948,-10.61517249372685,2024-09
89,2024-09-26 11:27:00,97770.64300480144,97274.02260402338,-496.6204007780616,-0.5079442923922193,109381.69903380948,-11.069197623309595,2024-09
90,2024-09-26 12:08:00,97274.02260402338,97274.02260402338,0.0,0.0,109381.69903380948,-11.069197623309595,2024-09
91,2024-09-27 20:25:00,97274.02260402338,97835.17771327555,561.1551092521695,0.5768807480456343,109381.69903380948,-10.55617294531596,2024-09
92,2024-09-28 00:54:00,97835.17771327555,97835.17771327555,0.0,0.0,109381.69903380948,-10.55617294531596,2024-09
93,2024-09-29 03:09:00,97835.17771327555,97375.10648605788,-460.0712272176752,-0.47025133287538023,109381.69903380948,-10.97678373421536,2024-09
94,2024-09-29 04:53:00,97375.10648605788,97375.10648605788,0.0,0.0,109381.69903380948,-10.97678373421536,2024-09
95,2024-09-29 07:28:00,97375.10648605788,97375.10648605788,0.0,0.0,109381.69903380948,-10.97678373421536,2024-09
96,2024-09-30 18:00:00,97375.10648605788,97375.10648605788,0.0,0.0,109381.69903380948,-10.97678373421536,2024-09
97,2024-09-30 19:55:00,97375.10648605788,97340.61827556613,-34.48821049174876,-0.035417892453536645,109381.69903380948,-11.008313881211055,2024-09
98,2024-09-30 19:56:00,97340.61827556613,97297.73779307416,-42.88048249196436,-0.04405199314696357,109381.69903380948,-11.047516492681472,2024-09
99,2024-09-30 19:59:00,97297.73779307416,97256.35102548564,-41.38676758852671,-0.04253620744661619,109381.69903380948,-11.085353505595062,2024-09
100,2024-09-30 23:03:00,97256.35102548564,97400.70891344456,144.35788795891858,0.14843029420370726,109381.69903380948,-10.953377234213232,2024-09
101,2024-10-01 15:32:00,97400.70891344456,97400.70891344456,0.0,0.0,109381.69903380948,-10.953377234213232,2024-10
102,2024-10-01 16:02:00,97400.70891344456,97395.1085917522,-5.600321692356374,-0.005749775083601411,109381.69903380948,-10.958497214741806,2024-10
103,2024-10-01 22:20:00,97395.1085917522,97444.25099231451,49.142400562312105,0.05045674395035653,109381.69903380948,-10.913569771671899,2024-10
104,2024-10-01 22:26:00,97444.25099231451,97073.56703404326,-370.6839582712564,-0.3804061855845067,109381.69903380948,-11.252460062776885,2024-10
105,2024-10-01 23:00:00,97073.56703404326,97073.56703404326,0.0,0.0,109381.69903380948,-11.252460062776885,2024-10
106,2024-10-01 23:27:00,97073.56703404326,97073.56703404326,0.0,0.0,109381.69903380948,-11.252460062776885,2024-10
107,2024-10-02 00:06:00,97073.56703404326,96924.57508960464,-148.9919444386178,-0.15348353727062178,109381.69903380948,-11.388672926313193,2024-10
108,2024-10-02 02:28:00,96924.57508960464,96924.57508960464,0.0,0.0,109381.69903380948,-11.388672926313193,2024-10
109,2024-10-02 02:32:00,96924.57508960464,96924.57508960464,0.0,0.0,109381.69903380948,-11.388672926313193,2024-10
110,2024-10-02 04:13:00,96924.57508960464,96917.5523931163,-7.0226964883331675,-0.007245527237896931,109381.69903380948,-11.395093284152178,2024-10
111,2024-10-02 06:50:00,96917.5523931163,96917.5523931163,0.0,0.0,109381.69903380948,-11.395093284152178,2024-10
112,2024-10-02 06:51:00,96917.5523931163,96917.5523931163,0.0,0.0,109381.69903380948,-11.395093284152178,2024-10
113,2024-10-02 13:42:00,96917.5523931163,96935.69304471549,18.14065159918391,0.0187176121881431,109381.69903380948,-11.37850856133344,2024-10
114,2024-10-02 13:43:00,96935.69304471549,96921.85918636713,-13.833858348356443,-0.014271170828659594,109381.69903380948,-11.391155885767558,2024-10
115,2024-10-02 20:39:00,96921.85918636713,96921.85918636713,0.0,0.0,109381.69903380948,-11.391155885767558,2024-10
116,2024-10-02 22:01:00,96921.85918636713,96921.85918636713,0.0,0.0,109381.69903380948,-11.391155885767558,2024-10
117,2024-10-02 22:40:00,96921.85918636713,96793.72288090228,-128.13630546485365,-0.13220578571286537,109381.69903380948,-11.508301904339866,2024-10
118,2024-10-03 04:10:00,96793.72288090228,96793.72288090228,0.0,0.0,109381.69903380948,-11.508301904339866,2024-10
119,2024-10-03 04:18:00,96793.72288090228,96793.72288090228,0.0,0.0,109381.69903380948,-11.508301904339866,2024-10
120,2024-10-03 04:21:00,96793.72288090228,96793.72288090228,0.0,0.0,109381.69903380948,-11.508301904339866,2024-10
121,2024-10-03 04:23:00,96793.72288090228,96793.72288090228,0.0,0.0,109381.69903380948,-11.508301904339866,2024-10
122,2024-10-04 13:27:00,96793.72288090228,96750.26459226168,-43.45828864059877,-0.044897837738993744,109381.69903380948,-11.548032763363338,2024-10
123,2024-10-05 00:06:00,96750.26459226168,96877.35840714465,127.09381488297367,0.13136275690675367,109381.69903380948,-11.431839820663033,2024-10
124,2024-10-05 11:34:00,96877.35840714465,97144.0028651972,266.6444580525422,0.27523919152700316,109381.69903380948,-11.188065532635084,2024-10
125,2024-10-05 14:13:00,97144.0028651972,97144.0028651972,0.0,0.0,109381.69903380948,-11.188065532635084,2024-10
126,2024-10-06 02:08:00,97144.0028651972,97144.0028651972,0.0,0.0,109381.69903380948,-11.188065532635084,2024-10
127,2024-10-06 02:10:00,97144.0028651972,97092.36759828756,-51.63526690963772,-0.05315332432954188,109381.69903380948,-11.235272028205863,2024-10
128,2024-10-06 20:32:00,97092.36759828756,97092.36759828756,0.0,0.0,109381.69903380948,-11.235272028205863,2024-10
129,2024-10-06 23:35:00,97092.36759828756,97092.36759828756,0.0,0.0,109381.69903380948,-11.235272028205863,2024-10
130,2024-10-07 06:49:00,97092.36759828756,97036.97869244099,-55.388905846572015,-0.05704764155689301,109381.69903380948,-11.285910212048163,2024-10
