Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
VIRTUALUSDT,Long,4.314 USDT,988,"4,262.23 USDT",2.49 USDT,0.06 %,01/03/2025 04:54 UTC,01/03/2025 04:55 UTC,0.18 % 4.32 USDT,-0.10 % 4.31 USDT
VIRTUALUSDT,Short,4.35 USDT,130.5,567.74 USDT,4.04 USDT,0.71 %,01/03/2025 04:30 UTC,01/03/2025 04:54 UTC,0.54 % 4.33 USDT,-0.04 % 4.35 USDT
VIRTUALUSDT,Long,4.339 USDT,941.3,"4,084.68 USDT",0.16 USDT,0.00 %,01/03/2025 04:25 UTC,01/03/2025 04:30 UTC,0.21 % 4.35 USDT,-0.15 % 4.33 USDT
BTCUSDT,Long,"37,075 USDT",0.008,288.07 USDT,494.08 USDT,171.51 %,09/14/2024 18:56 UTC,12/25/2024 16:45 UTC,"192.93 % 108,603 USDT",
FARTCOINUSDT,Long,0.968 USDT,"9,300.5","9,006.60 USDT",509.05 USDT,5.65 %,12/24/2024 15:35 UTC,12/24/2024 16:40 UTC,8.71 % 1.05 USDT,-0.35 % 0.96 USDT
FARTCOINUSDT,Short,0.967 USDT,"3,544.4","3,428.50 USDT",-10.41 USDT,-0.30 %,12/24/2024 15:32 UTC,12/24/2024 15:35 UTC,0.28 % 0.96 USDT,
FARTCOINUSDT,Long,0.954 USDT,"2,158.5","2,052.28 USDT",45.71 USDT,2.23 %,12/24/2024 14:51 UTC,12/24/2024 15:32 UTC,2.67 % 0.98 USDT,-1.72 % 0.94 USDT
FARTCOINUSDT,Short,0.941 USDT,"3,334.1","3,139.02 USDT",-26.26 USDT,-0.84 %,12/24/2024 14:30 UTC,12/24/2024 14:51 UTC,0.49 % 0.94 USDT,-1.59 % 0.96 USDT
FARTCOINUSDT,Long,0.875 USDT,"26,283.5","20,141.31 USDT",497.51 USDT,2.47 %,12/23/2024 00:03 UTC,12/24/2024 14:30 UTC,1.30 % 0.89 USDT,-33.77 % 0.58 USDT
PENGUUSDT,Long,0.026 USDT,"15,274",400.88 USDT,21.91 USDT,5.46 %,12/23/2024 08:11 UTC,12/23/2024 11:19 UTC,7.18 % 0.03 USDT,
OPUSDT,Long,2.368 USDT,"57,766.7","134,382.67 USDT","13,569 USDT",10.10 %,12/11/2024 16:32 UTC,12/16/2024 02:34 UTC,13.54 % 2.69 USDT,-2.77 % 2.30 USDT
AVAXUSDT,Long,53.007 USDT,832.3,"44,117.73 USDT",-171.29 USDT,-0.39 %,12/12/2024 21:36 UTC,12/12/2024 22:43 UTC,,-2.09 % 51.90 USDT
AVAXUSDT,Short,53.201 USDT,58.94,"3,135.67 USDT",5.12 USDT,0.16 %,12/12/2024 21:14 UTC,12/12/2024 21:36 UTC,0.54 % 52.92 USDT,
AVAXUSDT,Long,46.591 USDT,"29,772.67","1,383,625.29 USDT","215,085 USDT",15.55 %,12/10/2024 12:59 UTC,12/12/2024 21:14 UTC,19.01 % 55.45 USDT,-11.32 % 41.32 USDT
OPUSDT,Short,2.546 USDT,"247,624.4","604,475.92 USDT","-5,810.80 USDT",-0.96 %,11/28/2024 02:22 UTC,12/11/2024 16:32 UTC,11.10 % 2.29 USDT,-6.99 % 2.74 USDT
MEWUSDT,Long,0.008 USDT,"2,865,053","21,986.42 USDT",607.11 USDT,2.76 %,12/11/2024 01:44 UTC,12/11/2024 04:27 UTC,3.87 % 0.01 USDT,-2.55 % 0.01 USDT
MEWUSDT,Short,0.008 USDT,"10,127,906","94,108.50 USDT","16,458 USDT",17.49 %,12/02/2024 18:56 UTC,12/11/2024 01:44 UTC,9.82 % 0.01 USDT,-22.71 % 0.01 USDT
AVAXUSDT,Short,50.057 USDT,"40,947.8","2,068,764.75 USDT","253,265 USDT",12.24 %,12/06/2024 14:49 UTC,12/10/2024 12:59 UTC,22.28 % 40.94 USDT,-7.98 % 54.40 USDT
AVAXUSDT,Long,50.569 USDT,"9,580.7","484,486.42 USDT","9,883 USDT",2.04 %,12/05/2024 22:39 UTC,12/06/2024 14:49 UTC,6.20 % 53.70 USDT,-1.20 % 49.96 USDT
AVAXUSDT,Short,53.042 USDT,"9,196.49","487,800.22 USDT","18,602 USDT",3.81 %,12/05/2024 04:43 UTC,12/05/2024 22:39 UTC,4.66 % 50.68 USDT,-1.04 % 53.60 USDT
AVAXUSDT,Long,50.573 USDT,"7,310.42","369,709.87 USDT","8,269 USDT",2.24 %,12/05/2024 01:06 UTC,12/05/2024 04:43 UTC,3.37 % 52.28 USDT,-2.06 % 49.53 USDT
AVAXUSDT,Short,44.984 USDT,"50,562.89","2,115,551.32 USDT","-464,489.88 USDT",-21.96 %,11/24/2024 18:19 UTC,12/05/2024 01:06 UTC,16.29 % 38.68 USDT,-19.31 % 55.75 USDT
PNUTUSDT,Long,1.218 USDT,100,121.80 USDT,0.82 USDT,0.67 %,12/02/2024 17:07 UTC,12/02/2024 18:59 UTC,1.27 % 1.23 USDT,-4.19 % 1.17 USDT
POPCATUSDT,Long,1.174 USDT,100,117.42 USDT,-0.20 USDT,-0.17 %,12/02/2024 18:28 UTC,12/02/2024 18:57 UTC,0.55 % 1.18 USDT,-0.11 % 1.17 USDT
MEWUSDT,Long,0.009 USDT,"1,500",13.84 USDT,-0.03 USDT,-0.22 %,12/02/2024 18:29 UTC,12/02/2024 18:56 UTC,0.25 % 0.01 USDT,-0.10 % 0.01 USDT
MOODENGUSDT,Long,0.543 USDT,100,54.32 USDT,-1.12 USDT,-2.06 %,12/02/2024 18:26 UTC,12/02/2024 18:56 UTC,1.91 % 0.55 USDT,-2.07 % 0.53 USDT
GOATUSDT,Long,0.686 USDT,100,68.56 USDT,-0.23 USDT,-0.34 %,12/02/2024 18:27 UTC,12/02/2024 18:56 UTC,0.05 % 0.69 USDT,-0.79 % 0.68 USDT
WIFUSDT,Long,3.05 USDT,33,100.66 USDT,0.20 USDT,0.20 %,12/02/2024 18:28 UTC,12/02/2024 18:56 UTC,0.41 % 3.06 USDT,-0.21 % 3.04 USDT
OPUSDT,Long,2.526 USDT,"3,544.6","8,955.43 USDT",-303.19 USDT,-3.39 %,11/27/2024 23:01 UTC,11/28/2024 02:22 UTC,3.79 % 2.62 USDT,-3.94 % 2.43 USDT
OPUSDT,Short,2.196 USDT,"28,068.5","61,649.65 USDT","-4,057.32 USDT",-6.58 %,11/26/2024 20:43 UTC,11/27/2024 23:01 UTC,1.65 % 2.16 USDT,-8.91 % 2.41 USDT
OPUSDT,Long,1.961 USDT,"140,669.4","238,786.31 USDT","65,144 USDT",27.28 %,11/20/2024 01:24 UTC,11/26/2024 20:43 UTC,24.02 % 2.43 USDT,-18.31 % 1.60 USDT
AVAXUSDT,Long,41.184 USDT,"3,572.51","147,130.25 USDT","-4,784.57 USDT",-3.25 %,11/23/2024 20:02 UTC,11/24/2024 18:19 UTC,4.86 % 43.18 USDT,-6.86 % 38.36 USDT
AVAXUSDT,Short,37.009 USDT,"16,114.37","596,376.72 USDT","-89,143.98 USDT",-14.95 %,11/21/2024 10:40 UTC,11/23/2024 20:02 UTC,7.01 % 34.59 USDT,-17.74 % 44.99 USDT
AVAXUSDT,Long,33.035 USDT,700.37,"23,136.72 USDT",812.78 USDT,3.51 %,11/20/2024 16:50 UTC,11/21/2024 10:40 UTC,4.22 % 34.43 USDT,-2.07 % 32.35 USDT
AVAXUSDT,Short,34.309 USDT,"35,784.97","1,196,363.12 USDT","-25,532.77 USDT",-2.13 %,11/14/2024 19:28 UTC,11/20/2024 16:50 UTC,9.70 % 31.27 USDT,-7.87 % 37.24 USDT
OPUSDT,Short,1.72 USDT,"81,732.5","140,555.38 USDT",-593.77 USDT,-0.42 %,11/15/2024 22:56 UTC,11/20/2024 01:24 UTC,4.09 % 1.65 USDT,-6.67 % 1.84 USDT
OPUSDT,Long,1.56 USDT,"132,830.2","207,215.11 USDT","1,346 USDT",0.65 %,11/13/2024 10:04 UTC,11/15/2024 22:56 UTC,9.56 % 1.71 USDT,-5.20 % 1.48 USDT
ETHUSDT,Long,"3,170.1 USDT",67.322,"218,749.05 USDT","-6,093.38 USDT",-2.79 %,11/13/2024 12:45 UTC,11/15/2024 13:05 UTC,"5.20 % 3,335 USDT","-3.58 % 3,056 USDT"
AVAXUSDT,Long,32.988 USDT,"8,697.96","287,102.26 USDT","-3,929.21 USDT",-1.37 %,11/13/2024 17:58 UTC,11/14/2024 19:28 UTC,5.34 % 34.75 USDT,-3.99 % 31.67 USDT
BNBUSDT,Long,630.59 USDT,17.849,"11,255.40 USDT",-123.63 USDT,-1.10 %,11/12/2024 19:01 UTC,11/14/2024 03:46 UTC,1.42 % 639.54 USDT,-4.86 % 599.95 USDT
AVAXUSDT,Short,33.974 USDT,"26,341.44","895,951.40 USDT","18,504 USDT",2.07 %,11/10/2024 16:46 UTC,11/13/2024 17:58 UTC,8.63 % 31.27 USDT,-9.82 % 37.67 USDT
ETHUSDT,Short,"3,051.5 USDT",279.11,"851,702.94 USDT","-82,509.33 USDT",-9.69 %,10/21/2024 14:16 UTC,11/13/2024 12:45 UTC,"29.14 % 2,362 USDT","-11.27 % 3,438 USDT"
OPUSDT,Short,1.692 USDT,"51,619.1","87,334.36 USDT","5,272 USDT",6.04 %,11/10/2024 02:00 UTC,11/13/2024 10:04 UTC,12.55 % 1.50 USDT,-8.95 % 1.86 USDT
BNBUSDT,Short,634.27 USDT,87.653,"55,595.67 USDT",762.41 USDT,1.37 %,11/11/2024 23:51 UTC,11/12/2024 19:01 UTC,2.76 % 617.25 USDT,-4.94 % 667.24 USDT
BNBUSDT,Long,638.33 USDT,66.277,"42,306.60 USDT","1,567 USDT",3.70 %,11/11/2024 20:54 UTC,11/11/2024 23:51 UTC,4.03 % 664.06 USDT,-1.46 % 629.03 USDT
BNBUSDT,Short,610.6 USDT,"1,231.189","750,594.37 USDT","-16,712.03 USDT",-2.23 %,10/22/2024 07:18 UTC,11/11/2024 20:54 UTC,12.36 % 543.44 USDT,-5.24 % 644.37 USDT
AVAXUSDT,Long,31.853 USDT,"2,359.75","75,165.12 USDT","1,632 USDT",2.17 %,11/10/2024 14:53 UTC,11/10/2024 16:46 UTC,3.08 % 32.84 USDT,-0.04 % 31.84 USDT
AVAXUSDT,Short,32.422 USDT,"7,119.21","230,819.03 USDT","3,793 USDT",1.64 %,11/10/2024 04:52 UTC,11/10/2024 14:53 UTC,1.74 % 31.87 USDT,-1.23 % 32.83 USDT
AVAXUSDT,Long,28.92 USDT,"11,421.98","327,890.78 USDT","27,769 USDT",8.47 %,11/08/2024 15:35 UTC,11/10/2024 04:52 UTC,10.01 % 31.81 USDT,-4.72 % 27.56 USDT
OPUSDT,Long,1.491 USDT,"350,393.2","457,333.20 USDT","122,521 USDT",26.79 %,09/14/2024 18:56 UTC,11/10/2024 02:00 UTC,29.99 % 1.94 USDT,
AVAXUSDT,Short,28.294 USDT,996.63,"28,198.65 USDT",83.68 USDT,0.30 %,11/08/2024 15:21 UTC,11/08/2024 15:35 UTC,0.39 % 28.18 USDT,-0.10 % 28.32 USDT
AVAXUSDT,Long,28.053 USDT,36.59,"1,026.46 USDT",4.14 USDT,0.40 %,11/08/2024 14:56 UTC,11/08/2024 15:21 UTC,0.75 % 28.26 USDT,-0.66 % 27.87 USDT
AVAXUSDT,Short,28.556 USDT,90.22,"2,576.32 USDT",41.91 USDT,1.63 %,11/08/2024 14:29 UTC,11/08/2024 14:56 UTC,1.54 % 28.12 USDT,-0.04 % 28.57 USDT
AVAXUSDT,Long,28.276 USDT,470.19,"13,295.09 USDT",118.39 USDT,0.89 %,11/08/2024 12:52 UTC,11/08/2024 14:29 UTC,1.04 % 28.57 USDT,-0.83 % 28.04 USDT
AVAXUSDT,Short,28.046 USDT,120.87,"3,389.92 USDT",-38.67 USDT,-1.14 %,11/08/2024 10:54 UTC,11/08/2024 12:52 UTC,0.16 % 28.00 USDT,-1.45 % 28.46 USDT
AVAXUSDT,Long,27.312 USDT,937.96,"25,617.56 USDT",605.08 USDT,2.36 %,11/08/2024 07:08 UTC,11/08/2024 10:54 UTC,2.72 % 28.06 USDT,-0.43 % 27.20 USDT
AVAXUSDT,Short,26.913 USDT,"11,970.78","321,978.07 USDT","-6,154.41 USDT",-1.91 %,11/06/2024 01:08 UTC,11/08/2024 07:08 UTC,5.47 % 25.52 USDT,-3.99 % 28.03 USDT
AVAXUSDT,Long,24.575 USDT,414.23,"10,179.70 USDT",87.46 USDT,0.86 %,11/06/2024 00:47 UTC,11/06/2024 01:08 UTC,1.01 % 24.82 USDT,-0.03 % 24.57 USDT
AVAXUSDT,Short,24.368 USDT,777.9,"18,955.87 USDT",108.94 USDT,0.57 %,11/05/2024 17:02 UTC,11/06/2024 00:47 UTC,2.94 % 23.67 USDT,-0.17 % 24.41 USDT
AVAXUSDT,Long,23.317 USDT,"12,075.51","285,404.68 USDT",280.41 USDT,0.10 %,11/02/2024 12:58 UTC,11/05/2024 17:02 UTC,2.56 % 23.92 USDT,-2.52 % 22.73 USDT
AVAXUSDT,Short,24.901 USDT,"6,533.82","162,659.45 USDT","2,840 USDT",1.75 %,10/31/2024 20:13 UTC,11/02/2024 12:53 UTC,,
AVAXUSDT,Long,25.029 USDT,"1,245.92","31,184.13 USDT",-382.91 USDT,-1.23 %,10/31/2024 14:04 UTC,10/31/2024 20:13 UTC,,
AVAXUSDT,Short,25.886 USDT,44.33,"1,147.53 USDT",30.24 USDT,2.64 %,10/31/2024 09:31 UTC,10/31/2024 14:04 UTC,,
AVAXUSDT,Short,26.334 USDT,"51,590.64","1,350,488.18 USDT","-50,644.57 USDT",-3.75 %,09/14/2024 18:56 UTC,10/31/2024 08:27 UTC,,
