Symbol,PnL_Numeric,Size_USDT_Abs,pnl_percent,ROI(%),liquidity_status
GALUSDT,-12958.98,571808.31,-1.9766666666666666,-2.2663154370736582,unknown
FOOTBALLUSDT,-364.68,24575.2,-1.48,-1.48393502392656,unknown
MATICUSDT,-56619.25000000001,6293145.09,0.1457692307692308,-0.8996971973516029,unknown
FRONTUSDT,-51.26,10001.17,-0.51,-0.5125400328161606,unknown
RNDRUSDT,35990.35,1118283.85,1.6895454545454547,3.2183555185921713,unknown
