liquidity_status,<-10%,-10%~-5%,-5%~0%,0%~5%,5%~10%,>10%
low,0.9652509652509652,3.5392535392535396,52.8957528957529,28.764478764478763,8.687258687258687,5.148005148005148
normal,0.9918845807033363,0.9017132551848512,54.73399458972047,32.82236248872859,6.131650135256988,4.418394950405771
unknown,0.0,1.8867924528301887,54.71698113207547,35.84905660377358,3.7735849056603774,3.7735849056603774
